"Id","Name","Office","Local Division","Beginning term","End of term"
"357","Matthews, Barbara","State Assembly","17",2002-12-02,2004-11-30
"360","Maze, Bill","State Assembly","34",2002-12-02,2004-11-30
"363","McCarthy, Kevin","State Assembly","32",2002-12-02,2004-11-30
"368","McLeod, Gloria Negrete","State Assembly","61",2002-12-02,2004-11-30
"380","Montañez, Cindy","State Assembly","39",2002-12-02,2004-11-30
"385","Mountjoy, Dennis","State Assembly","59",2002-12-02,2004-11-30
"387","Mullin, Gene","State Assembly","19",2002-12-02,2004-11-30
"392","Nakanishi, Alan","State Assembly","10",2002-12-02,2004-11-30
"393","Nakano, George","State Assembly","53",2002-12-02,2004-11-30
"394","Núñez, Fabian","State Assembly","46",2002-12-02,2004-11-30
"396","Nation, Joseph","State Assembly","6",2002-12-02,2004-11-30
"412","Oropeza, Jenny","State Assembly","55",2002-12-02,2004-11-30
"415","Pacheco, Robert","State Assembly","60",2002-12-02,2004-11-30
"419","Parra, Nicole","State Assembly","30",2002-12-02,2004-11-30
"421","Pavley, Fran","State Assembly","41",2002-12-02,2004-11-30
"428","Plescia, George","State Assembly","75",2002-12-02,2004-11-30
"441","Reyes, Sarah","State Assembly","31",2002-12-02,2004-11-30
"442","Richman, Keith","State Assembly","38",2002-12-02,2004-11-30
"444","Ridley-Thomas, Mark","State Assembly","48",2002-12-02,2004-11-30
"458","Runner, Sharon","State Assembly","36",2002-12-02,2004-11-30
"465","Salinas, Simon","State Assembly","28",2002-12-02,2004-11-30
"466","Samuelian, Steven N.","State Assembly","29",2002-12-02,2004-11-30
"477","Simitian, Joseph","State Assembly","21",2002-12-02,2004-11-30
"487","Spitzer, Todd","State Assembly","71",2002-12-02,2004-11-30
"489","Steinberg, Darrell","State Assembly","9",2002-12-02,2004-11-30
"494","Strickland, Tony","State Assembly","37",2002-12-02,2004-11-30
"517","Vargas, Juan","State Assembly","79",2002-12-02,2004-11-30
"535","Wesson, Herb","State Assembly","47",2002-12-02,2004-11-30
"538","Wiggins, Pat","State Assembly","7",2002-12-02,2004-11-30
"542","Wolk, Lois","State Assembly","8",2002-12-02,2004-11-30
"549","Wyland, Mark","State Assembly","74",2002-12-02,2004-11-30
"552","Yee, Leland Y.","State Assembly","12",2002-12-02,2004-11-30
"555","Zettel, Charlene","State Assembly","75",2002-12-02,NA
"006","Aghazarian, Greg","State Assembly","26",2004-12-06,2006-11-30
"023","Arambula, Juan","State Assembly","31",2004-12-06,2006-11-30
"030","Baca, Joe Jr.","State Assembly","62",2004-12-06,2006-11-30
"036","Bass, Karen","State Assembly","47",2004-12-06,2006-11-30
"045","Benoit, John J.","State Assembly","64",2004-12-06,2006-11-30
"047","Berg, Patty","State Assembly","1",2004-12-06,2006-11-30
"051","Bermudez, Rudy","State Assembly","56",2004-12-06,2006-11-30
"055","Blakeslee, Sam","State Assembly","33",2004-12-06,2006-11-30
"062","Bogh, Russ","State Assembly","65",2004-12-06,2006-11-30
"094","Calderon, Ronald S.","State Assembly","58",2004-12-06,2006-11-30
"100","Canciamilla, Joseph","State Assembly","11",2004-12-06,2006-11-30
"109","Chan, Wilma","State Assembly","16",2004-12-06,2006-11-30
"113","Chavez, Edward","State Assembly","57",2004-12-06,2006-11-30
"118","Chu, Judy","State Assembly","49",2004-12-06,2006-11-30
"121","Cogdill, Dave","State Assembly","25",2004-12-06,2006-11-30
"122","Cohn, Rebecca","State Assembly","24",2004-12-06,2006-11-30
"136","Coto, Joe","State Assembly","23",2004-12-06,2006-11-30
"145","Daucher, Lynn","State Assembly","72",2004-12-06,2006-11-30
"150","De La Torre, Hector","State Assembly","50",2004-12-06,2006-11-30
"154","DeVore, Chuck","State Assembly","70",2004-12-06,2006-11-30
"168","Dymally, Mervyn","State Assembly","52",2004-12-06,2006-11-30
"172","Emmerson, Bill","State Assembly","63",2004-12-06,2006-11-30
"176","Evans, Noreen","State Assembly","7",2004-12-06,2006-11-30
"199","Frommer, Dario","State Assembly","43",2004-12-06,2006-11-30
"210","Garcia, Bonnie","State Assembly","80",2004-12-06,2006-11-30
"219","Goldberg, Jackie","State Assembly","45",2004-12-06,2006-11-30
"224","Gordon, Mike","State Assembly","53",2004-12-06,2006-11-30
"239","Hancock, Loni","State Assembly","14",2004-12-06,2006-11-30
"243","Harman, Tom","State Assembly","67",2004-12-06,2006-06-13
"253","Haynes, Ray","State Assembly","66",2004-12-06,2006-11-30
"266","Horton, Jerome","State Assembly","51",2004-12-06,2006-11-30
"267","Horton, Shirley","State Assembly","78",2004-12-06,2006-11-30
"269","Houston, Guy S.","State Assembly","15",2004-12-06,2006-11-30
"272","Huff, Bob","State Assembly","60",2004-12-06,2006-11-30
"287","Jones, Dave","State Assembly","9",2004-12-06,2006-11-30
"292","Karnette, Betty","State Assembly","54",2004-12-06,2006-11-30
"295","Keene, Rick","State Assembly","3",2004-12-06,2006-11-30
"307","Koretz, Paul","State Assembly","42",2004-12-06,2006-11-30
"312","La Malfa, Doug","State Assembly","2",2004-12-06,2006-11-30
"313","La Suer, Jay","State Assembly","77",2004-12-06,2006-11-30
"315","Laird, John","State Assembly","27",2004-12-06,2006-11-30
"323","Leno, Mark","State Assembly","13",2004-12-06,2006-11-30
"327","Levine, Lloyd","State Assembly","40",2004-12-06,2006-11-30
"330","Lieber, Sally J.","State Assembly","22",2004-12-06,2006-11-30
"334","Liu, Carol","State Assembly","44",2004-12-06,2006-11-30
"357","Matthews, Barbara","State Assembly","17",2004-12-06,2006-11-30
"360","Maze, Bill","State Assembly","34",2004-12-06,2006-11-30
"363","McCarthy, Kevin","State Assembly","32",2004-12-06,2006-11-30
"368","McLeod, Gloria Negrete","State Assembly","61",2004-12-06,2006-11-30
"380","Montañez, Cindy","State Assembly","39",2004-12-06,2006-11-30
"385","Mountjoy, Dennis","State Assembly","59",2004-12-06,2006-11-30
"387","Mullin, Gene","State Assembly","19",2004-12-06,2006-11-30
"392","Nakanishi, Alan","State Assembly","10",2004-12-06,2006-11-30
"394","Núñez, Fabian","State Assembly","46",2004-12-06,2006-11-30
"396","Nation, Joseph","State Assembly","6",2004-12-06,2006-11-30
"397","Nava, Pedro","State Assembly","35",2004-12-06,2006-11-30
"402","Niello, Roger","State Assembly","5",2004-12-06,2006-11-30
"412","Oropeza, Jenny","State Assembly","55",2004-12-06,2006-11-30
"419","Parra, Nicole","State Assembly","30",2004-12-06,2006-11-30
"421","Pavley, Fran","State Assembly","41",2004-12-06,2006-11-30
"428","Plescia, George","State Assembly","75",2004-12-06,2006-11-30
"442","Richman, Keith","State Assembly","38",2004-12-06,2006-11-30
"444","Ridley-Thomas, Mark","State Assembly","48",2004-12-06,2006-11-30
"458","Runner, Sharon","State Assembly","36",2004-12-06,2006-11-30
"459","Ruskin, Ira","State Assembly","21",2004-12-06,2006-11-30
"464","Saldaña, Lori","State Assembly","76",2004-12-06,2006-11-30
"465","Salinas, Simon","State Assembly","28",2004-12-06,2006-11-30
"487","Spitzer, Todd","State Assembly","71",2004-12-06,2006-11-30
"493","Strickland, Audra","State Assembly","37",2004-12-06,2006-11-30
"511","Torrico, Alberto","State Assembly","20",2004-12-06,2006-11-30
"512","Tran, Van","State Assembly","68",2004-12-06,2006-11-30
"515","Umberg, Thomas","State Assembly","69",2004-12-06,2006-11-30
"517","Vargas, Juan","State Assembly","79",2004-12-06,2006-11-30
"522","Villines, Michael","State Assembly","29",2004-12-06,2006-11-30
"527","Walters, Mimi","State Assembly","73",2004-12-06,2006-11-30
"542","Wolk, Lois","State Assembly","8",2004-12-06,2006-11-30
"549","Wyland, Mark","State Assembly","74",2004-12-06,2006-11-30
"552","Yee, Leland Y.","State Assembly","12",2004-12-06,2006-11-30
"005","Adams, Anthony","State Assembly","59",2006-12-04,2008-11-30
"006","Aghazarian, Greg","State Assembly","26",2006-12-04,2008-11-30
"010","Alarcon, Richard","State Assembly","39",2006-12-04,2007-05-17
"021","Anderson, Joel","State Assembly","77",2006-12-04,2008-11-30
"023","Arambula, Juan","State Assembly","31",2006-12-04,2008-11-30
"036","Bass, Karen","State Assembly","47",2006-12-04,2008-11-30
"042","Beall, Jim Jr.","State Assembly","24",2006-12-04,2008-11-30
"045","Benoit, John J.","State Assembly","64",2006-12-04,2008-11-30
"047","Berg, Patty","State Assembly","1",2006-12-04,2008-11-30
"053","Berryhill, Tom","State Assembly","25",2006-12-04,2008-11-30
"055","Blakeslee, Sam","State Assembly","33",2006-12-04,2008-11-30
"082","Brownley, Julia","State Assembly","41",2006-12-04,2008-11-30
"089","Caballero, Anna","State Assembly","28",2006-12-04,2008-11-30
"105","Carter, Wilmer Amina","State Assembly","62",2006-12-04,2008-11-30
"129","Cook, Paul","State Assembly","65",2006-12-04,2008-11-30
"136","Coto, Joe","State Assembly","23",2006-12-04,2008-11-30
"148","Davis, Mike","State Assembly","48",2006-12-04,2008-11-30
"150","De La Torre, Hector","State Assembly","50",2006-12-04,2008-11-30
"151","De Leon, Kevin","State Assembly","45",2006-12-04,2008-11-30
"153","DeSaulnier, Mark","State Assembly","11",2006-12-04,2008-11-30
"154","DeVore, Chuck","State Assembly","70",2006-12-04,2008-11-30
"167","Duvall, Michael D.","State Assembly","72",2006-12-04,2008-11-30
"168","Dymally, Mervyn","State Assembly","52",2006-12-04,2008-11-30
"172","Emmerson, Bill","State Assembly","63",2006-12-04,2008-11-30
"173","Eng, Mike","State Assembly","49",2006-12-04,2008-11-30
"176","Evans, Noreen","State Assembly","7",2006-12-04,2008-11-30
"180","Feuer, Mike","State Assembly","42",2006-12-04,2008-11-30
"201","Fuentes, Felipe","State Assembly","39",2007-05-17,2008-11-30
"202","Fuller, Jean","State Assembly","32",2006-12-04,2008-11-30
"203","Furutani, Warren T.","State Assembly","55",2006-12-04,2008-11-30
"206","Gaines, Ted","State Assembly","4",2006-12-04,2008-11-30
"207","Galgiani, Cathleen","State Assembly","17",2006-12-04,2008-11-30
"210","Garcia, Bonnie","State Assembly","80",2006-12-04,2008-11-30
"213","Garrick, Martin","State Assembly","74",2006-12-04,2008-11-30
"239","Hancock, Loni","State Assembly","14",2006-12-04,2008-11-30
"251","Hayashi, Mary","State Assembly","18",2006-12-04,2008-11-30
"255","Hernandez, Edward","State Assembly","57",2006-12-04,2008-11-30
"267","Horton, Shirley","State Assembly","78",2006-12-04,2008-11-30
"269","Houston, Guy S.","State Assembly","15",2006-12-04,2008-11-30
"272","Huff, Bob","State Assembly","60",2006-12-04,2008-11-30
"273","Huffman, Jared","State Assembly","6",2006-12-04,2008-11-30
"282","Jeffries, Kevin","State Assembly","66",2006-12-04,2008-11-30
"287","Jones, Dave","State Assembly","9",2006-12-04,2008-11-30
"292","Karnette, Betty","State Assembly","54",2006-12-04,2008-11-30
"295","Keene, Rick","State Assembly","3",2006-12-04,2008-11-30
"308","Krekorian, Paul","State Assembly","43",2006-12-04,2008-11-30
"312","La Malfa, Doug","State Assembly","2",2006-12-04,2008-11-30
"315","Laird, John","State Assembly","27",2006-12-04,2008-11-30
"323","Leno, Mark","State Assembly","13",2006-12-04,2008-11-30
"327","Levine, Lloyd","State Assembly","40",2006-12-04,2008-11-30
"330","Lieber, Sally J.","State Assembly","22",2006-12-04,2008-11-30
"331","Lieu, Ted","State Assembly","53",2006-12-04,2008-11-30
"343","Ma, Fiorina","State Assembly","12",2006-12-04,2008-11-30
"360","Maze, Bill","State Assembly","34",2006-12-04,2008-11-30
"372","Mendoza, Tony","State Assembly","56",2006-12-04,2008-11-30
"387","Mullin, Gene","State Assembly","19",2006-12-04,2008-11-30
"392","Nakanishi, Alan","State Assembly","10",2006-12-04,2008-11-30
"394","Núñez, Fabian","State Assembly","46",2006-12-04,2008-11-30
"397","Nava, Pedro","State Assembly","35",2006-12-04,2008-11-30
"402","Niello, Roger","State Assembly","5",2006-12-04,2008-11-30
"419","Parra, Nicole","State Assembly","30",2006-12-04,2008-11-30
"428","Plescia, George","State Assembly","75",2006-12-04,2008-11-30
"431","Portantino, Anthony J.","State Assembly","44",2006-12-04,2008-11-30
"433","Price, Curren","State Assembly","51",2006-12-04,2008-11-30
"458","Runner, Sharon","State Assembly","36",2006-12-04,2008-11-30
"459","Ruskin, Ira","State Assembly","21",2006-12-04,2008-11-30
"462","Salas, Mary","State Assembly","79",2006-12-04,2008-11-30
"464","Saldaña, Lori","State Assembly","76",2006-12-04,2008-11-30
"476","Silva, Jim","State Assembly","67",2006-12-04,2008-11-30
"481","Smyth, Cameron","State Assembly","38",2006-12-04,2008-11-30
"484","Solorio, Jose","State Assembly","69",2006-12-04,2008-11-30
"485","Soto, Nell","State Assembly","61",2006-12-04,2008-11-30
"487","Spitzer, Todd","State Assembly","71",2006-12-04,2008-11-30
"493","Strickland, Audra","State Assembly","37",2006-12-04,2008-11-30
"497","Swanson, Sandre R.","State Assembly","16",2006-12-04,2008-11-30
"511","Torrico, Alberto","State Assembly","20",2006-12-04,2008-11-30
"512","Tran, Van","State Assembly","68",2006-12-04,2008-11-30
"522","Villines, Michael","State Assembly","29",2006-12-04,2008-11-30
"527","Walters, Mimi","State Assembly","73",2006-12-04,2008-11-30
"542","Wolk, Lois","State Assembly","8",2006-12-04,2008-11-30
"005","Adams, Anthony","State Assembly","59",2008-12-01,2010-11-30
"019","Ammiano, Tom","State Assembly","13",2008-12-01,2010-11-30
"021","Anderson, Joel","State Assembly","77",2008-12-01,2010-11-30
"023","Arambula, Juan","State Assembly","31",2008-12-01,2010-11-30
"036","Bass, Karen","State Assembly","47",2008-12-01,2010-11-30
"042","Beall, Jim Jr.","State Assembly","24",2008-12-01,2010-11-30
"052","Berryhill, Bill","State Assembly","26",2008-12-01,2010-11-30
"053","Berryhill, Tom","State Assembly","25",2008-12-01,2010-11-30
"055","Blakeslee, Sam","State Assembly","33",2008-12-01,2010-02-01
"056","Block, Martin","State Assembly","78",2008-12-01,2010-11-30
"058","Blumenfield, Bob","State Assembly","40",2008-12-01,2010-11-30
"071","Bradford, Steven","State Assembly","51",2008-12-01,2010-11-30
"082","Brownley, Julia","State Assembly","41",2008-12-01,2010-11-30
"084","Buchanan, Joan","State Assembly","15",2008-12-01,2010-11-30
"089","Caballero, Anna","State Assembly","28",2008-12-01,2010-11-30
"105","Carter, Wilmer Amina","State Assembly","62",2008-12-01,2010-11-30
"116","Chesbro, Wesley","State Assembly","1",2008-12-01,2010-11-30
"128","Conway, Connie","State Assembly","34",2008-12-01,2010-11-30
"129","Cook, Paul","State Assembly","65",2008-12-01,2010-11-30
"136","Coto, Joe","State Assembly","23",2008-12-01,2010-11-30
"148","Davis, Mike","State Assembly","48",2008-12-01,2010-11-30
"150","De La Torre, Hector","State Assembly","50",2008-12-01,2010-11-30
"151","De Leon, Kevin","State Assembly","45",2008-12-01,2010-11-30
"154","DeVore, Chuck","State Assembly","70",2008-12-01,2010-11-30
"167","Duvall, Michael D.","State Assembly","72",2008-12-01,2009-09-09
"172","Emmerson, Bill","State Assembly","63",2008-12-01,2010-06-09
"173","Eng, Mike","State Assembly","49",2008-12-01,2010-11-30
"176","Evans, Noreen","State Assembly","7",2008-12-01,2010-11-30
"180","Feuer, Mike","State Assembly","42",2008-12-01,2010-11-30
"185","Fletcher, Nathan","State Assembly","75",2008-12-01,2010-11-30
"190","Fong, Paul","State Assembly","22",2008-12-01,2010-11-30
"201","Fuentes, Felipe","State Assembly","39",2008-12-01,2010-11-30
"202","Fuller, Jean","State Assembly","32",2008-12-01,2010-11-30
"203","Furutani, Warren T.","State Assembly","55",2008-12-07,2010-11-30
"206","Gaines, Ted","State Assembly","4",2008-12-01,2010-11-30
"207","Galgiani, Cathleen","State Assembly","17",2008-12-01,2010-11-30
"213","Garrick, Martin","State Assembly","74",2008-12-01,2010-11-30
"215","Gilmore, Danny D.","State Assembly","30",2008-12-01,2010-11-30
"235","Hagman, Curt","State Assembly","60",2008-12-01,2010-11-30
"237","Hall, Isadore","State Assembly","52",2008-12-01,2010-11-30
"242","Harkey, Diane","State Assembly","73",2008-12-01,2010-11-30
"251","Hayashi, Mary","State Assembly","18",2008-12-01,2010-11-30
"255","Hernandez, Edward","State Assembly","57",2008-12-01,2010-11-30
"259","Hill, Jerry","State Assembly","19",2008-12-01,2010-11-30
"270","Huber, Alyson","State Assembly","10",2008-12-01,2010-11-30
"273","Huffman, Jared","State Assembly","6",2008-12-01,2010-11-30
"282","Jeffries, Kevin","State Assembly","66",2008-12-01,2010-11-30
"287","Jones, Dave","State Assembly","9",2008-12-01,2010-11-30
"302","Knight, Steve","State Assembly","36",2008-12-01,2010-11-30
"308","Krekorian, Paul","State Assembly","43",2008-12-01,2010-01-01
"331","Lieu, Ted","State Assembly","53",2008-12-01,2010-11-30
"336","Logue, Dan","State Assembly","3",2008-12-01,2010-11-30
"342","Lowenthal, Bonnie","State Assembly","54",2008-12-01,2010-11-30
"343","Ma, Fiorina","State Assembly","12",2008-12-01,2010-11-30
"372","Mendoza, Tony","State Assembly","56",2008-12-01,2010-11-30
"375","Miller, Jeff","State Assembly","71",2008-12-01,2010-11-30
"379","Monning, William W.","State Assembly","27",2008-12-01,2010-11-30
"397","Nava, Pedro","State Assembly","35",2008-12-01,2010-11-30
"400","Nestande, Brian","State Assembly","64",2008-12-01,2010-11-30
"402","Niello, Roger","State Assembly","5",2008-12-01,2010-11-30
"403","Nielsen, Jim","State Assembly","2",2008-12-01,2010-11-30
"405","Norby, Chris","State Assembly","72",2008-12-01,2010-11-30
"424","Perez, John A.","State Assembly","46",2008-12-01,2010-11-30
"425","Perez, V. Manuel","State Assembly","80",2008-12-01,2010-11-30
"431","Portantino, Anthony J.","State Assembly","44",2008-12-01,2010-11-30
"433","Price, Curren","State Assembly","51",2008-12-01,2009-06-03
"459","Ruskin, Ira","State Assembly","21",2008-12-01,2010-11-30
"462","Salas, Mary","State Assembly","79",2008-12-01,2010-11-30
"464","Saldaña, Lori","State Assembly","76",2008-12-01,2010-11-30
"476","Silva, Jim","State Assembly","67",2008-12-01,2010-11-30
"478","Skinner, Nancy","State Assembly","14",2008-12-01,2010-11-30
"481","Smyth, Cameron","State Assembly","38",2008-12-01,2010-11-30
"484","Solorio, Jose","State Assembly","69",2008-12-01,2010-11-30
"493","Strickland, Audra","State Assembly","37",2008-12-01,2010-11-30
"497","Swanson, Sandre R.","State Assembly","16",2008-12-01,2010-11-30
"508","Torlakson, Tom","State Assembly","11",2008-12-01,2010-11-30
"510","Torres, Norma J.","State Assembly","61",2008-12-01,2010-11-30
"511","Torrico, Alberto","State Assembly","20",2008-12-01,2010-11-30
"512","Tran, Van","State Assembly","68",2008-12-01,2010-11-30
"522","Villines, Michael","State Assembly","29",2008-12-01,2010-11-30
"551","Yamada, Mariko","State Assembly","8",2008-12-01,2010-11-30
"002","Achadjian, Katcho","State Assembly","33",2010-12-06,2012-11-30
"013","Alejo, Luis","State Assembly","28",2010-12-06,2012-11-30
"015","Allen, Michael","State Assembly","7",2010-12-06,2012-11-30
"019","Ammiano, Tom","State Assembly","13",2010-12-06,2012-11-30
"028","Atkins, Toni","State Assembly","76",2010-12-06,2012-11-30
"042","Beall, Jim Jr.","State Assembly","24",2010-12-06,2012-11-30
"052","Berryhill, Bill","State Assembly","26",2010-12-06,2012-11-30
"056","Block, Martin","State Assembly","78",2010-12-06,2012-11-30
"058","Blumenfield, Bob","State Assembly","40",2010-12-06,2012-11-30
"064","Bonilla, Susan","State Assembly","11",2010-12-06,2012-11-30
"071","Bradford, Steven","State Assembly","51",2010-12-06,2012-11-30
"082","Brownley, Julia","State Assembly","41",2010-12-06,2012-11-30
"084","Buchanan, Joan","State Assembly","15",2010-12-06,2012-11-30
"088","Butler, Besty","State Assembly","53",2010-12-06,2012-11-30
"099","Campos, Nora","State Assembly","23",2010-12-06,2012-11-30
"105","Carter, Wilmer Amina","State Assembly","62",2010-12-06,2012-11-30
"106","Cedillo, Gil","State Assembly","45",2010-06-10,2012-11-30
"116","Chesbro, Wesley","State Assembly","1",2010-12-06,2012-11-30
"128","Conway, Connie","State Assembly","34",2010-12-06,2012-11-30
"129","Cook, Paul","State Assembly","65",2010-12-06,2012-11-30
"148","Davis, Mike","State Assembly","48",2010-12-06,2012-11-30
"157","Dickinson, Roger","State Assembly","9",2010-12-06,2012-11-30
"160","Donnelly, Tim","State Assembly","59",2010-12-06,2012-11-30
"173","Eng, Mike","State Assembly","49",2010-12-06,2012-11-30
"180","Feuer, Mike","State Assembly","42",2010-12-06,2012-11-30
"185","Fletcher, Nathan","State Assembly","75",2010-12-06,2012-11-30
"190","Fong, Paul","State Assembly","22",2010-12-06,2012-11-30
"201","Fuentes, Felipe","State Assembly","39",2010-12-06,2012-11-30
"203","Furutani, Warren T.","State Assembly","55",2010-12-06,2012-11-30
"205","Gaines, Beth","State Assembly","4",2011-05-12,2012-11-30
"206","Gaines, Ted","State Assembly","4",2010-12-06,2011-01-06
"207","Galgiani, Cathleen","State Assembly","17",2010-12-06,2012-11-30
"213","Garrick, Martin","State Assembly","74",2010-12-06,2012-11-30
"214","Gatto, Mike","State Assembly","43",2010-06-10,2012-11-30
"225","Gordon, Richard","State Assembly","21",2010-12-06,2012-11-30
"226","Gorell, Jeff","State Assembly","37",2010-12-06,2012-11-30
"233","Grove, Shannon","State Assembly","32",2010-12-06,2012-11-30
"235","Hagman, Curt","State Assembly","60",2010-12-06,2012-11-30
"236","Halderman, Linda","State Assembly","29",2010-12-06,2012-11-30
"237","Hall, Isadore","State Assembly","52",2010-12-06,2012-11-30
"242","Harkey, Diane","State Assembly","73",2010-12-06,2012-11-30
"251","Hayashi, Mary","State Assembly","18",2010-12-06,2012-11-30
"256","Hernandez, Roger","State Assembly","57",2010-12-06,2012-11-30
"259","Hill, Jerry","State Assembly","19",2010-12-06,2012-11-30
"270","Huber, Alyson","State Assembly","10",2010-12-06,2012-11-30
"271","Hueso, Ben","State Assembly","79",2010-12-06,2012-11-30
"273","Huffman, Jared","State Assembly","6",2010-12-06,2012-11-30
"282","Jeffries, Kevin","State Assembly","66",2010-12-06,2012-11-30
"302","Knight, Steve","State Assembly","36",2010-12-06,2012-11-30
"317","Lara, Ricardo","State Assembly","50",2010-12-06,2012-11-30
"336","Logue, Dan","State Assembly","3",2010-12-06,2012-11-30
"342","Lowenthal, Bonnie","State Assembly","54",2010-12-06,2012-11-30
"343","Ma, Fiorina","State Assembly","12",2010-12-06,2012-11-30
"348","Mansoor, Allan","State Assembly","68",2010-12-06,2012-11-30
"372","Mendoza, Tony","State Assembly","56",2010-12-06,2012-11-30
"375","Miller, Jeff","State Assembly","71",2010-12-06,2012-11-30
"376","Mitchell, Holly","State Assembly","47",2010-06-10,2012-11-30
"379","Monning, William W.","State Assembly","27",2010-12-06,2012-11-30
"382","Morrel, Mike","State Assembly","63",2010-12-06,2012-11-30
"400","Nestande, Brian","State Assembly","64",2010-12-06,2012-11-30
"403","Nielsen, Jim","State Assembly","2",2010-12-06,2012-11-30
"405","Norby, Chris","State Assembly","72",2010-01-29,2012-11-30
"411","Olsen, Kristen","State Assembly","25",2010-12-06,2012-11-30
"414","P. Wagner, Donald","State Assembly","70",2010-12-06,2012-11-30
"417","Pan, Richard","State Assembly","5",2010-12-06,2012-11-30
"424","Perez, John A.","State Assembly","46",2010-12-06,2012-11-30
"425","Perez, V. Manuel","State Assembly","80",2010-12-06,2012-11-30
"431","Portantino, Anthony J.","State Assembly","44",2010-12-06,2012-11-30
"476","Silva, Jim","State Assembly","67",2010-12-06,2012-11-30
"478","Skinner, Nancy","State Assembly","14",2010-12-06,2012-11-30
"481","Smyth, Cameron","State Assembly","38",2010-12-06,2012-11-30
"484","Solorio, Jose","State Assembly","69",2010-12-06,2012-11-30
"497","Swanson, Sandre R.","State Assembly","16",2010-12-06,2012-11-30
"499","T. Perea, Henry","State Assembly","31",2010-12-06,2012-11-30
"510","Torres, Norma J.","State Assembly","61",2010-12-06,2012-11-30
"516","Valadao, David","State Assembly","30",2010-12-06,2012-11-30
"525","W. Jones, Brian","State Assembly","77",2010-12-06,2012-11-30
"537","Wieckowski, Bob","State Assembly","20",2010-12-06,2012-11-30
"541","Williams, Das","State Assembly","35",2010-12-06,2012-11-30
"551","Yamada, Mariko","State Assembly","8",2010-12-06,2012-11-30
"002","Achadjian, Katcho","State Assembly","35",2012-12-03,2014-11-30
"013","Alejo, Luis","State Assembly","30",2012-12-03,2014-11-30
"016","Allen, Travis","State Assembly","72",2012-12-03,2014-11-30
"019","Ammiano, Tom","State Assembly","17",2012-12-03,2014-11-30
"028","Atkins, Toni","State Assembly","78",2012-12-03,2014-11-30
"054","Bigelow, Frank","State Assembly","5",2012-12-03,2014-11-30
"057","Bloom, Richard","State Assembly","50",2012-12-03,2014-11-30
"058","Blumenfield, Bob","State Assembly","45",2012-12-03,2013-07-01
"059","Bocanegra, Raul","State Assembly","39",2012-12-03,2014-11-30
"064","Bonilla, Susan","State Assembly","14",2012-12-03,2014-11-30
"065","Bonta, Rob","State Assembly","18",2012-12-03,2014-11-30
"071","Bradford, Steven","State Assembly","62",2012-12-03,2014-11-30
"078","Brown, Cheryl","State Assembly","47",2012-12-03,2014-11-30
"084","Buchanan, Joan","State Assembly","16",2012-12-03,2014-11-30
"092","Calderon, Ian Charles","State Assembly","57",2012-12-03,2014-11-30
"099","Campos, Nora","State Assembly","27",2012-12-03,2014-11-30
"112","Chau, Edwin","State Assembly","49",2012-12-03,2014-11-30
"114","Chavez, Rocky","State Assembly","76",2012-12-03,2014-11-30
"116","Chesbro, Wesley","State Assembly","2",2012-12-03,2014-11-30
"128","Conway, Connie","State Assembly","26",2012-12-03,2014-11-30
"130","Cooley, Ken","State Assembly","8",2012-12-03,2014-11-30
"142","Dahle, Brian","State Assembly","1",2012-12-03,2014-11-30
"144","Daly, Tom","State Assembly","69",2012-12-03,2014-11-30
"157","Dickinson, Roger","State Assembly","7",2012-12-03,2014-11-30
"160","Donnelly, Tim","State Assembly","33",2012-12-03,2014-11-30
"190","Fong, Paul","State Assembly","28",2012-12-03,2014-11-30
"192","Fox, Steve","State Assembly","36",2012-12-03,2014-11-30
"194","Frazier, Jim","State Assembly","11",2012-12-03,2014-11-30
"205","Gaines, Beth","State Assembly","6",2012-12-03,2014-11-30
"211","Garcia, Cristina","State Assembly","58",2012-12-03,2014-11-30
"214","Gatto, Mike","State Assembly","43",2012-12-03,2014-11-30
"222","Gomez, Jimmy","State Assembly","51",2012-12-03,2014-11-30
"225","Gordon, Richard","State Assembly","24",2012-12-03,2014-11-30
"226","Gorell, Jeff","State Assembly","44",2012-12-03,2014-11-30
"229","Gray, Adam","State Assembly","21",2012-12-03,2014-11-30
"233","Grove, Shannon","State Assembly","34",2012-12-03,2014-11-30
"235","Hagman, Curt","State Assembly","55",2012-12-03,2014-11-30
"237","Hall, Isadore","State Assembly","64",2012-12-03,2014-11-30
"242","Harkey, Diane","State Assembly","73",2012-12-03,2014-11-30
"256","Hernandez, Roger","State Assembly","48",2012-12-03,2014-11-30
"261","Holden, Chris","State Assembly","41",2012-12-03,2014-11-30
"271","Hueso, Ben","State Assembly","80",2012-12-03,2013-03-21
"285","Jones-Sawyer, Reginald","State Assembly","59",2012-12-03,2014-11-30
"328","Levine, Marc","State Assembly","10",2012-12-03,2014-11-30
"333","Linder, Eric","State Assembly","60",2012-12-03,2014-11-30
"336","Logue, Dan","State Assembly","3",2012-12-03,2014-11-30
"342","Lowenthal, Bonnie","State Assembly","70",2012-12-03,2014-11-30
"346","Maienschein, Brian","State Assembly","77",2012-12-03,2014-11-30
"348","Mansoor, Allan","State Assembly","74",2012-12-03,2014-11-30
"370","Medina, Jose","State Assembly","61",2012-12-03,2014-11-30
"371","Melendez, Melissa","State Assembly","67",2012-12-03,2014-11-30
"376","Mitchell, Holly","State Assembly","54",2012-12-03,2013-09-26
