"Id","Name","Office","Local Division","Beginning term","End of term"
"206","Gaines, Ted","State Senate","1",2011-01-06,2012-11-30
"206","Gaines, Ted","State Senate","1",2012-12-03,2016-11-30
"207","Galgiani, Cathleen","State Senate","5",2012-12-03,2016-11-30
"239","Hancock, Loni","State Senate","9",2008-12-01,2012-11-30
"243","Harman, Tom","State Senate","35",2006-06-13,2008-11-30
"253","Haynes, Ray","State Senate","36",1994-12-05,1998-11-30
"257","Hertzberg, Bob","State Senate","18",2014-12-01,2018-11-30
"259","Hill, Jerry","State Senate","13",2012-12-03,2016-11-30
"262","Hollingsworth, Dennis","State Senate","36",2002-12-02,2006-11-30
"271","Hueso, Ben","State Senate","40",2013-03-21,2014-11-30
"271","Hueso, Ben","State Senate","40",2014-12-01,2018-11-30
"272","Huff, Bob","State Senate","29",2008-12-01,2012-11-30
"281","Jackson, Hannah-Beth","State Senate","19",2012-12-03,2016-11-30
"292","Karnette, Betty","State Senate","27",1996-12-02,2000-11-30
"296","Kehoe, Christine","State Senate","39",2004-12-06,2008-11-30
"303","Knight, Wm. Pete","State Senate","17",1996-12-02,2000-11-30
"309","Kuehl, Sheila James","State Senate","23",2000-12-04,2004-11-30
"317","Lara, Ricardo","State Senate","33",2012-12-03,2016-11-30
"323","Leno, Mark","State Senate","3",2008-12-01,2012-11-30
"334","Liu, Carol","State Senate","21",2008-12-01,2012-11-30
"341","Lowenthal, Alan","State Senate","27",2004-12-06,2008-11-30
"344","Machado, Mike","State Senate","5",2000-12-04,2004-11-30
"347","Maldonado, Abel","State Senate","15",2004-12-06,2008-11-30
"349","Margett, Bob","State Senate","29",2000-12-04,2004-11-30
"368","McLeod, Gloria Negrete","State Senate","32",2006-12-04,2010-11-30
"369","McPherson, Bruce","State Senate","15",1996-12-02,2000-11-30
"376","Mitchell, Holly","State Senate","30",2014-12-01,2018-11-30
"379","Monning, William W.","State Senate","17",2012-12-03,2016-11-30
"382","Morrel, Mike","State Senate","23",2014-04-03,2016-11-30
"384","Morrow, Bill","State Senate","38",1998-12-07,2002-11-30
"390","Murray, Kevin","State Senate","26",1998-12-07,2002-11-30
"401","Nguyen, Janet","State Senate","34",2014-12-01,2018-11-30
"403","Nielsen, Jim","State Senate","4",2013-01-10,2014-11-30
"403","Nielsen, Jim","State Senate","4",2014-12-01,2018-11-30
"413","Ortiz, Deborah V.","State Senate","6",1998-12-07,2002-11-30
"417","Pan, Richard","State Senate","6",2014-12-01,2018-11-30
"421","Pavley, Fran","State Senate","23",2008-12-01,2012-11-30
"423","Perata, Don","State Senate","9",1998-12-07,2000-11-30
"423","Perata, Don","State Senate","9",2000-12-04,2004-11-30
"430","Poochigian, Charles","State Senate","14",1998-12-07,2002-11-30
"431","Portantino, Anthony J.","State Senate","25",2016-12-05,2020-11-30
"433","Price, Curren","State Senate","26",2009-06-03,2010-11-30
"452","Romero, Gloria","State Senate","24",2001-12-01,2002-11-30
"452","Romero, Gloria","State Senate","24",2002-12-02,2006-11-30
"457","Runner, George","State Senate","17",2004-12-06,2008-11-30
"468","Scott, Jack","State Senate","21",2000-12-04,2004-11-30
"477","Simitian, Joseph","State Senate","11",2004-12-06,2008-11-30
"478","Skinner, Nancy","State Senate","9",2016-12-05,2020-11-30
"485","Soto, Nell","State Senate","32",2000-01-01,2002-11-30
"489","Steinberg, Darrell","State Senate","6",2006-12-04,2010-11-30
"508","Torlakson, Tom","State Senate","7",2000-12-04,2004-11-30
"523","Vincent, Edward","State Senate","25",2000-12-04,2004-11-30
"527","Walters, Mimi","State Senate","33",2008-12-01,2012-11-30
"537","Wieckowski, Bob","State Senate","10",2014-12-01,2018-11-30
"542","Wolk, Lois","State Senate","5",2008-12-01,2012-11-30
"549","Wyland, Mark","State Senate","38",2006-12-04,2010-11-30
"552","Yee, Leland Y.","State Senate","8",2006-12-04,2010-11-30
"045","Benoit, John J.","State Senate","37",2008-12-01,2009-11-30
"172","Emmerson, Bill","State Senate","23",2012-12-03,2013-12-01
"372","Mendoza, Tony","State Senate","32",2014-12-01,2018-02-22
"001","Aanestad, Samuel","State Senate","4",2006-12-04,2010-11-30
"003","Ackerman, Dick","State Senate","33",2004-12-06,2008-11-30
"010","Alarcon, Richard","State Senate","20",2002-12-02,2006-11-30
"017","Alpert, Dede","State Senate","39",2000-12-04,2004-11-30
"018","Alquist, Elaine","State Senate","13",2008-12-01,2012-11-30
"021","Anderson, Joel","State Senate","38",2014-12-01,2018-11-30
"027","Ashburn, Roy","State Senate","18",2006-12-04,2010-11-30
"039","Battin, Jim","State Senate","37",2004-12-06,2008-11-30
"053","Berryhill, Tom","State Senate","8",2014-12-01,2018-11-30
"069","Bowen, Debra","State Senate","28",2002-12-02,2006-11-30
"083","Brulte, James L.","State Senate","31",2000-12-04,2004-11-30
"094","Calderon, Ronald S.","State Senate","30",2010-12-06,2014-11-30
"106","Cedillo, Gil","State Senate","22",2006-12-04,2010-11-30
"116","Chesbro, Wesley","State Senate","2",2002-12-02,2006-11-30
"132","Corbett, Ellen","State Senate","10",2010-12-06,2014-11-30
"133","Correa, Lou","State Senate","34",2010-12-06,2014-11-30
"151","De Leon, Kevin","State Senate","24",2014-12-01,2018-11-30
"161","Ducheny, Denise Moreno","State Senate","40",2006-12-04,2010-11-30
"166","Dutton, Robert D.","State Senate","31",2008-12-01,2012-11-30
"175","Escutia, Martha M.","State Senate","30",2002-12-02,2006-11-30
"181","Figueroa, Liz","State Senate","10",2002-12-02,2006-11-30
"187","Florez, Dean","State Senate","16",2006-12-04,2010-11-30
"202","Fuller, Jean","State Senate","16",2014-12-01,2018-11-30
"239","Hancock, Loni","State Senate","9",2012-12-03,2016-11-30
"253","Haynes, Ray","State Senate","36",1998-12-07,2002-11-30
"262","Hollingsworth, Dennis","State Senate","36",2006-12-04,2010-11-30
"272","Huff, Bob","State Senate","29",2012-12-03,2016-11-30
"292","Karnette, Betty","State Senate","27",2000-12-04,2004-11-30
"296","Kehoe, Christine","State Senate","39",2008-12-01,2012-11-30
"303","Knight, Wm. Pete","State Senate","17",2000-12-04,2004-11-30
"309","Kuehl, Sheila James","State Senate","23",2004-12-06,2008-11-30
"323","Leno, Mark","State Senate","11",2012-12-03,2016-11-30
"334","Liu, Carol","State Senate","25",2012-12-03,2016-11-30
"341","Lowenthal, Alan","State Senate","27",2008-12-01,2012-11-30
"344","Machado, Mike","State Senate","5",2004-12-06,2008-11-30
"349","Margett, Bob","State Senate","29",2004-12-06,2008-11-30
"369","McPherson, Bruce","State Senate","15",2000-12-04,2004-11-30
"384","Morrow, Bill","State Senate","38",2002-12-02,2006-11-30
"390","Murray, Kevin","State Senate","26",2002-12-02,2006-11-30
"413","Ortiz, Deborah V.","State Senate","6",2002-12-02,2006-11-30
"421","Pavley, Fran","State Senate","27",2012-12-03,2016-11-30
"423","Perata, Don","State Senate","9",2004-12-06,2008-11-30
"430","Poochigian, Charles","State Senate","14",2002-12-02,2006-11-30
"452","Romero, Gloria","State Senate","24",2006-12-04,2010-11-30
"468","Scott, Jack","State Senate","21",2004-12-06,2008-11-30
"477","Simitian, Joseph","State Senate","11",2008-12-01,2012-11-30
"485","Soto, Nell","State Senate","32",2002-12-02,2006-11-30
"489","Steinberg, Darrell","State Senate","6",2010-12-06,2014-11-30
"508","Torlakson, Tom","State Senate","7",2004-12-06,2008-11-30
"523","Vincent, Edward","State Senate","25",2004-12-06,2008-11-30
"542","Wolk, Lois","State Senate","3",2012-12-03,2016-11-30
"549","Wyland, Mark","State Senate","38",2010-12-06,2014-11-30
"552","Yee, Leland Y.","State Senate","8",2010-12-06,2014-11-30
"259","Hill, Jerry","State Senate","13",2016-12-05,2020-11-30
"281","Jackson, Hannah-Beth","State Senate","19",2016-12-05,2020-11-30
"379","Monning, William W.","State Senate","17",2016-12-05,2020-11-30
"382","Morrel, Mike","State Senate","23",2016-12-05,2020-11-30
"028","Atkins, Toni","State Senate","39",2020-12-07,NA
"037","Bates, Patricia","State Senate","36",2018-12-03,NA
"071","Bradford, Steven","State Senate","35",2020-12-07,NA
"089","Caballero, Anna","State Senate","12",2018-12-03,NA
"142","Dahle, Brian","State Senate","1",2020-12-07,NA
"159","Dodd, Bill","State Senate","3",2020-12-07,NA
"233","Grove, Shannon","State Senate","16",2018-12-03,NA
"257","Hertzberg, Bob","State Senate","18",2018-12-03,NA
"271","Hueso, Ben","State Senate","40",2018-12-03,NA
"315","Laird, John","State Senate","17",2020-12-07,NA
"332","Limon, Monique","State Senate","19",2020-12-07,NA
"403","Nielsen, Jim","State Senate","4",2018-12-03,NA
"417","Pan, Richard","State Senate","6",2018-12-03,NA
"431","Portantino, Anthony J.","State Senate","25",2020-12-07,NA
"478","Skinner, Nancy","State Senate","9",2020-12-07,NA
"501","Talamantes Eggman, Susan","State Senate","5",2020-12-07,NA
"515","Umberg, Thomas","State Senate","34",2018-12-03,NA
"525","W. Jones, Brian","State Senate","38",2018-12-03,NA
"537","Wieckowski, Bob","State Senate","10",2018-12-03,NA
"002","Achadjian, Katcho","BS","San Luis Obispo",1998-12-07,2000-12-06
"002","Achadjian, Katcho","BS","San Luis Obispo",2000-12-07,2002-12-06
"002","Achadjian, Katcho","BS","San Luis Obispo",2002-12-07,2004-12-06
"002","Achadjian, Katcho","BS","San Luis Obispo",2004-12-07,2006-12-06
"002","Achadjian, Katcho","BS","San Luis Obispo",2006-12-07,2008-12-06
"002","Achadjian, Katcho","BS","San Luis Obispo",2008-12-07,2010-12-06
"004","Acosta, Dante","CC","Santa Clarita",2014-12-05,2016-11-30
"003","Ackerman, Dick","State Assembly","",1995-09-13,1996-11-30
"003","Ackerman, Dick","State Assembly","",1996-12-02,1998-11-30
"003","Ackerman, Dick","State Assembly","",1998-12-07,2000-11-30
"008","Aguiar-Curry, Cecilia","M","Winters",2012-12-05,2014-11-30
"010","Alarcon, Richard","CC","LA",1993-01-01,1998-11-30
"010","Alarcon, Richard","CC","LA",2007-01-01,2013-12-01
"013","Alejo, Luis","BS","Monterey",2017-01-03,NA
"017","Alpert, Dede","State Assembly","75",1992-12-07,1994-11-30
"017","Alpert, Dede","State Assembly","75",1994-12-05,1996-11-30
"018","Alquist, Elaine","State Assembly","",1996-12-02,1998-11-30
"018","Alquist, Elaine","State Assembly","",1998-12-07,2000-11-30
"019","Ammiano, Tom","BS","San Francisco",1994-12-05,1996-11-30
"019","Ammiano, Tom","BS","San Francisco",1996-12-05,1998-11-30
"019","Ammiano, Tom","BS","San Francisco",1998-12-05,2000-11-30
"019","Ammiano, Tom","BS","San Francisco",2000-12-05,2002-11-30
"019","Ammiano, Tom","BS","San Francisco",2002-12-05,2004-11-30
"019","Ammiano, Tom","BS","San Francisco",2004-12-05,2006-11-30
"019","Ammiano, Tom","BS","San Francisco",2006-12-05,2008-11-30
"021","Anderson, Joel","BS","San Diego",2021-01-04,NA
"027","Ashburn, Roy","State Assembly","",1996-12-02,1998-11-30
"027","Ashburn, Roy","State Assembly","",1998-12-07,2000-11-30
"028","Atkins, Toni","CC","San Diego",2000-12-01,2005-07-17
"028","Atkins, Toni","CC","San Diego",2005-12-06,2008-12-05
"028","Atkins, Toni","M","San Diego",2005-07-18,2005-12-05
"036","Bass, Karen","USR","",2011-01-03,2013-01-02
"036","Bass, Karen","USR","",2013-01-03,2015-01-02
"036","Bass, Karen","USR","",2015-01-03,2017-01-02
"036","Bass, Karen","USR","",2017-01-03,2019-01-02
"036","Bass, Karen","USR","",2019-01-03,2021-01-02
"036","Bass, Karen","USR","",2021-01-03,NA
"037","Bates, Patricia","BS","Orange",2007-01-09,2010-11-30
"037","Bates, Patricia","BS","Orange",2010-12-01,2014-11-30
"039","Battin, Jim","State Assembly","",1994-12-05,1996-11-30
"039","Battin, Jim","State Assembly","",1996-12-02,1998-11-30
"039","Battin, Jim","State Assembly","",1998-12-07,2000-11-30
"044","Bennett, Steve","CC","Ventura",1993-12-04,1995-11-30
"044","Bennett, Steve","CC","Ventura",1995-12-04,1997-11-30
"045","Benoit, John J.","BS","Riverside",2009-11-30,2012-11-30
"045","Benoit, John J.","BS","Riverside",2012-12-01,2016-12-26
"053","Berryhill, Tom","BS","Stanislaus",2019-01-07,2020-08-27
"054","Bigelow, Frank","BS","Madera",1998-12-04,2000-11-30
"054","Bigelow, Frank","BS","Madera",2000-12-04,2002-11-30
"054","Bigelow, Frank","BS","Madera",2002-12-04,2004-11-30
"054","Bigelow, Frank","BS","Madera",2004-12-04,2006-11-30
"054","Bigelow, Frank","BS","Madera",2006-12-04,2008-11-30
"054","Bigelow, Frank","BS","Madera",2008-12-04,2010-11-30
"054","Bigelow, Frank","BS","Madera",2010-12-04,2012-11-30
"057","Bloom, Richard","M","Santa Monica",2010-12-04,2012-11-30
"057","Bloom, Richard","CC","Santa Monica",2000-12-04,2002-11-30
"057","Bloom, Richard","CC","Santa Monica",2002-12-04,2004-11-30
"057","Bloom, Richard","CC","Santa Monica",2004-12-04,2006-11-30
"057","Bloom, Richard","CC","Santa Monica",2006-12-04,2008-11-30
"057","Bloom, Richard","CC","Santa Monica",2008-12-04,2010-11-30
"058","Blumenfield, Bob","CC","LA",2013-07-01,NA
"061","Boerner Horvath, Tasha","CC","Encinitas",2016-12-04,2018-11-30
"064","Bonilla, Susan","BS","Contra Costa",2008-12-04,2010-11-30
"064","Bonilla, Susan","M","Concord",2006-12-04,2008-11-30
"065","Bonta, Rob","CC","Alameda",2010-12-04,2012-11-30
"069","Bowen, Debra","State Assembly","",1992-12-07,1994-11-30
"069","Bowen, Debra","State Assembly","",1994-12-05,1996-11-30
"069","Bowen, Debra","State Assembly","",1996-12-02,1998-11-30
"071","Bradford, Steven","CC","Gardena",2000-12-01,2004-11-30
"071","Bradford, Steven","CC","Gardena",1996-12-01,2000-11-30
"071","Bradford, Steven","M","Gardena",2004-12-01,2008-11-30
"077","Brough, William","CC","Dana Point",2010-12-04,2012-11-30
"077","Brough, William","CC","Dana Point",2012-12-04,2014-11-30
"082","Brownley, Julia","USR","",2013-01-03,2015-01-02
"082","Brownley, Julia","USR","",2015-01-03,2017-01-02
"082","Brownley, Julia","USR","",2017-01-03,2019-01-02
"082","Brownley, Julia","USR","",2019-01-03,2021-01-02
"082","Brownley, Julia","USR","",2021-01-03,NA
"083","Brulte, James L.","State Assembly","",1994-12-05,1996-11-30
"083","Brulte, James L.","State Assembly","",1992-12-03,1994-11-30
"083","Brulte, James L.","State Assembly","",1990-12-07,1992-11-30
"089","Caballero, Anna","CC","Salinas",1992-12-04,1994-11-30
"089","Caballero, Anna","CC","Salinas",1994-12-04,1996-11-30
"089","Caballero, Anna","CC","Salinas",1994-12-04,1998-11-30
"089","Caballero, Anna","M","Salinas",1998-12-04,2000-11-30
"096","Campbell, Bill","BS","Orange",2003-01-01,2004-11-30
"096","Campbell, Bill","BS","Orange",2004-12-01,2008-11-30
"096","Campbell, Bill","BS","Orange",2008-12-01,2012-01-10
"097","Campbell, John","USR","",2005-12-06,2007-01-02
"097","Campbell, John","USR","",2007-01-03,2009-01-02
"097","Campbell, John","USR","",2009-01-03,2011-01-02
"097","Campbell, John","USR","",2011-01-03,2013-01-02
"097","Campbell, John","USR","",2013-01-03,2015-01-03
"100","Canciamilla, Joseph","CC","Pittsburg",1982-12-04,1984-11-30
"100","Canciamilla, Joseph","M","Pittsburg",1984-12-04,1986-11-30
"100","Canciamilla, Joseph","BS","Contra Costa",1996-12-04,1998-11-30
"100","Canciamilla, Joseph","BS","Contra Costa",1998-12-04,2000-11-30
"102","Cardenas, Tony","CC","LA",2003-07-01,2013-01-02
"102","Cardenas, Tony","USR","",2013-01-03,2015-01-02
"102","Cardenas, Tony","USR","",2015-01-03,2017-01-02
"102","Cardenas, Tony","USR","",2017-01-03,2019-01-02
"102","Cardenas, Tony","USR","",2019-01-03,2021-01-02
"102","Cardenas, Tony","USR","",2021-01-03,NA
"103","Cardoza, Dennis","USR","",2003-01-03,2005-01-02
"103","Cardoza, Dennis","USR","",2005-01-03,2007-01-02
"103","Cardoza, Dennis","USR","",2007-01-03,2009-01-02
"103","Cardoza, Dennis","USR","",2009-01-03,2011-01-02
"103","Cardoza, Dennis","USR","",2011-01-03,2012-08-15
"106","Cedillo, Gil","CC","LA",2013-05-21,NA
"109","Chan, Wilma","BS","Alameda",1995-01-02,2000-12-04
"109","Chan, Wilma","BS","Alameda",2011-01-03,2015-11-30
"109","Chan, Wilma","BS","Alameda",2015-12-01,2019-11-30
"109","Chan, Wilma","BS","Alameda",2019-12-01,NA
"111","Chang, Ling-Ling","CC","Diamond Bar",2014-12-01,2018-11-06
"116","Chesbro, Wesley","CC","Arcata",1974-12-04,1976-11-30
"116","Chesbro, Wesley","CC","Arcata",1976-12-04,1978-11-30
"116","Chesbro, Wesley","CC","Arcata",1978-12-04,1980-11-30
"116","Chesbro, Wesley","BS","Humboldt",1980-12-04,1982-11-30
"116","Chesbro, Wesley","BS","Humboldt",1982-12-04,1984-11-30
"116","Chesbro, Wesley","BS","Humboldt",1984-12-04,1986-11-30
"116","Chesbro, Wesley","BS","Humboldt",1986-12-04,1988-11-30
"116","Chesbro, Wesley","BS","Humboldt",1988-12-04,1990-11-30
"117","Chiu, David","BS","San Francisco",2008-12-04,2010-11-30
"117","Chiu, David","BS","San Francisco",2010-12-04,2012-11-30
"117","Chiu, David","BS","San Francisco",2012-12-04,2014-11-30
"118","Chu, Judy","USR","",2009-07-14,2011-01-02
"118","Chu, Judy","USR","",2011-01-03,2013-01-02
"118","Chu, Judy","USR","",2013-01-03,2015-01-02
"118","Chu, Judy","USR","",2015-01-03,2017-01-02
"118","Chu, Judy","USR","",2017-01-03,2019-01-02
"118","Chu, Judy","USR","",2019-01-03,2021-01-02
"118","Chu, Judy","USR","",2021-01-03,NA
"119","Chu, Kansen","BS","Santa Clara",2020-12-07,NA
"119","Chu, Kansen","CC","San Jose",2007-01-09,2010-11-30
"119","Chu, Kansen","CC","San Jose",2010-12-03,2012-11-30
"119","Chu, Kansen","CC","San Jose",2012-12-03,2014-12-01
"128","Conway, Connie","BS","Tulare",2000-12-04,2002-11-30
"128","Conway, Connie","BS","Tulare",2002-12-04,2004-11-30
"128","Conway, Connie","BS","Tulare",2004-12-04,2006-11-30
"128","Conway, Connie","BS","Tulare",2006-12-04,2008-11-30
"129","Cook, Paul","BS","San Bernardino",2020-12-07,NA
"129","Cook, Paul","USR","",2013-03-03,2015-01-02
"129","Cook, Paul","USR","",2015-01-03,2017-01-02
"129","Cook, Paul","USR","",2017-01-03,2019-01-02
"129","Cook, Paul","USR","",2019-01-03,2020-11-30
"130","Cooley, Ken","CC","Rancho Cordova",2002-12-04,2004-11-30
"130","Cooley, Ken","M","Rancho Cordova",2004-12-04,2006-11-30
"130","Cooley, Ken","CC","Rancho Cordova",2006-12-04,2008-11-30
"130","Cooley, Ken","CC","Rancho Cordova",2008-12-04,2010-11-30
"130","Cooley, Ken","CC","Rancho Cordova",2010-12-04,2012-11-30
"132","Corbett, Ellen","M","San Leandro",1994-12-01,1998-11-30
"132","Corbett, Ellen","State Assembly","",1998-12-07,2000-11-30
"133","Correa, Lou","BS","Orange",2005-03-01,2006-12-03
"133","Correa, Lou","State Assembly","",1998-12-07,2000-11-30
"133","Correa, Lou","USR","",2017-01-03,NA
"137","Cox, Dave","State Assembly","",1998-12-07,2000-11-30
"142","Dahle, Brian","BS","Lassen",1996-01-01,2000-11-30
"142","Dahle, Brian","BS","Lassen",2000-12-01,2004-11-30
"142","Dahle, Brian","BS","Lassen",2004-12-01,2008-11-30
"142","Dahle, Brian","BS","Lassen",2008-12-01,2012-12-02
"145","Daucher, Lynn","CC","Brea",1994-12-04,1996-11-30
"145","Daucher, Lynn","CC","Brea",1996-12-04,1998-11-30
"145","Daucher, Lynn","CC","Brea",1998-12-04,2000-11-30
"146","Davies, Laurie","M","Laguna Niguel",2016-12-04,2018-11-30
"146","Davies, Laurie","M","Laguna Niguel",2018-12-04,2020-11-30
"146","Davies, Laurie","CC","Laguna Niguel",2012-12-04,2014-11-30
"151","De Leon, Kevin","CC","LA",2020-12-07,NA
"153","DeSaulnier, Mark","USR","",2015-01-03,2017-01-02
"153","DeSaulnier, Mark","USR","",2017-01-03,2019-01-02
"153","DeSaulnier, Mark","USR","",2019-01-03,2021-01-02
"153","DeSaulnier, Mark","USR","",2021-01-03,NA
"155","Diaz, Manny","CC","San Jose",1996-12-04,1998-11-30
"155","Diaz, Manny","CC","San Jose",1998-12-04,2000-11-30
"157","Dickinson, Roger","BS","Sacramento",1994-12-04,1996-11-30
"157","Dickinson, Roger","BS","Sacramento",1996-12-04,1998-11-30
"157","Dickinson, Roger","BS","Sacramento",1998-12-04,2000-11-30
"157","Dickinson, Roger","BS","Sacramento",2000-12-04,2002-11-30
"157","Dickinson, Roger","BS","Sacramento",2002-12-04,2004-11-30
"157","Dickinson, Roger","BS","Sacramento",2004-12-04,2006-11-30
"157","Dickinson, Roger","BS","Sacramento",2006-12-04,2008-11-30
"157","Dickinson, Roger","BS","Sacramento",2008-12-04,2010-11-30
"158","Diep, Tyler","CC","Westminster",2008-12-04,2010-11-30
"158","Diep, Tyler","CC","Westminster",2014-12-04,2016-11-30
"159","Dodd, Bill","BS","Napa",2000-12-01,2004-11-30
"159","Dodd, Bill","BS","Napa",2004-12-01,2008-11-30
"159","Dodd, Bill","BS","Napa",2012-12-01,2014-11-30
"161","Ducheny, Denise Moreno","State Assembly","",1994-12-05,1996-11-30
"161","Ducheny, Denise Moreno","State Assembly","",1996-12-02,1998-11-30
"161","Ducheny, Denise Moreno","State Assembly","",1998-12-07,2000-11-30
"166","Dutton, Robert D.","CC","Rancho Cucamonga",1998-12-01,2001-11-30
"168","Dymally, Mervyn","State Senate","",1967-01-01,1971-11-30
"168","Dymally, Mervyn","State Senate","",1971-12-01,1975-01-01
"168","Dymally, Mervyn","USR","",1983-03-01,1985-01-02
"168","Dymally, Mervyn","USR","",1985-01-03,1987-01-02
"168","Dymally, Mervyn","USR","",1987-01-03,1989-01-02
"168","Dymally, Mervyn","USR","",1989-01-03,1991-01-02
"168","Dymally, Mervyn","USR","",1991-01-03,1993-03-01
"173","Eng, Mike","M","Monterey Park",2004-08-21,2005-01-18
"175","Escutia, Martha M.","State Assembly","",1992-12-07,1994-11-30
"175","Escutia, Martha M.","State Assembly","",1994-12-05,1996-11-30
"175","Escutia, Martha M.","State Assembly","",1996-12-02,1998-11-30
"176","Evans, Noreen","CC","Santa Rosa",2000-12-01,2004-11-30
"176","Evans, Noreen","CC","Santa Rosa",1996-12-01,2000-11-30
"180","Feuer, Mike","CC","Los Angeles",1994-12-05,1996-11-30
"180","Feuer, Mike","CC","Los Angeles",1996-12-02,1998-11-30
"180","Feuer, Mike","CC","Los Angeles",1998-12-04,2000-11-30
"180","Feuer, Mike","CC","Los Angeles",2000-12-04,2001-07-01
"181","Figueroa, Liz","State Assembly","",1994-12-05,1996-11-30
"181","Figueroa, Liz","State Assembly","",1996-12-02,1998-11-30
"185","Fletcher, Nathan","BS","San Diego",2019-07-01,NA
"187","Florez, Dean","State Assembly","",1998-12-07,2000-11-30
"194","Frazier, Jim","M","Oakley",2010-12-04,2012-11-30
"196","Friedman, Laura","CC","Glendale",2009-04-01,2011-04-01
"196","Friedman, Laura","M","Glendale",2011-04-02,2012-04-01
"201","Fuentes, Felipe","CC","LA",2013-07-01,2016-11-30
"206","Gaines, Ted","BS","Placer",2000-12-01,2004-11-30
"206","Gaines, Ted","BS","Placer",2004-12-01,2006-11-30
"217","Gloria, Todd","M","San Diego",2020-12-07,NA
"222","Gomez, Jimmy","USR","",2017-07-11,NA
"235","Hagman, Curt","BS","San Bernardino",2014-12-01,2018-11-30
"235","Hagman, Curt","BS","San Bernardino",2018-12-01,NA
"235","Hagman, Curt","M","Chino Hills",2007-12-01,2008-12-01
"239","Hancock, Loni","CC","Berkeley",1971-12-01,1979-11-30
"239","Hancock, Loni","M","Berkeley",1986-12-01,1990-11-30
"239","Hancock, Loni","M","Berkeley",1990-12-01,1994-11-30
"243","Harman, Tom","CC","Huntington Beach",1994-12-05,1998-11-30
"243","Harman, Tom","CC","Huntington Beach",1998-12-01,2000-12-03
"253","Haynes, Ray","State Assembly","",1993-01-03,1995-01-02
"253","Haynes, Ray","State Senate","",1995-01-03,1998-11-30
"253","Haynes, Ray","State Senate","",1998-12-07,2002-11-30
"257","Hertzberg, Bob","State Assembly","40",1996-12-02,1998-11-30
"257","Hertzberg, Bob","State Assembly","40",1998-12-07,2000-11-30
"259","Hill, Jerry","BS","San Mateo",1998-12-07,2002-11-30
"259","Hill, Jerry","BS","San Mateo",2002-12-01,2006-11-30
"259","Hill, Jerry","M","San Mateo",1994-12-01,1998-11-30
"259","Hill, Jerry","CC","San Mateo",1991-12-01,1994-11-30
"261","Holden, Chris","M","Pasadena",1997-12-05,1999-11-04
"261","Holden, Chris","CC","Pasadena",1989-12-05,1991-11-04
"261","Holden, Chris","CC","Pasadena",1991-12-05,1993-11-04
"261","Holden, Chris","CC","Pasadena",1993-12-05,1995-11-04
"261","Holden, Chris","CC","Pasadena",1995-12-05,1997-11-04
"261","Holden, Chris","CC","Pasadena",2001-12-05,2003-11-04
"261","Holden, Chris","CC","Pasadena",2003-12-05,2005-11-04
"261","Holden, Chris","CC","Pasadena",2009-12-05,2011-11-04
"261","Holden, Chris","CC","Pasadena",2007-12-05,2009-11-04
"261","Holden, Chris","CC","Pasadena",2005-12-05,2007-11-04
"261","Holden, Chris","CC","Pasadena",1999-12-05,2001-11-04
"271","Hueso, Ben","BS","San Diego",2020-03-01,NA
"271","Hueso, Ben","CC","San Diego",2005-06-01,2006-11-30
"271","Hueso, Ben","CC","San Diego",2006-12-01,2010-11-01
"272","Huff, Bob","M","Diamond Bar",1997-12-01,1999-11-30
"272","Huff, Bob","M","Diamond Bar",1999-12-01,2001-11-30
"273","Huffman, Jared","USR","",2013-01-03,2015-01-02
"273","Huffman, Jared","USR","",2015-01-03,2017-01-02
"273","Huffman, Jared","USR","",2017-01-03,2019-01-02
"273","Huffman, Jared","USR","",2019-01-03,2021-01-02
"273","Huffman, Jared","USR","",2021-01-03,NA
"281","Jackson, Hannah-Beth","State Assembly","",1998-12-07,2000-11-30
"282","Jeffries, Kevin","BS","Riverside",2013-01-08,2016-11-30
"282","Jeffries, Kevin","BS","Riverside",2016-12-01,2020-11-30
"282","Jeffries, Kevin","BS","Riverside",2020-12-01,NA
"292","Karnette, Betty","State Assembly","",1992-12-07,1994-11-30
"296","Kehoe, Christine","CC","San Diego",1993-12-06,1998-11-30
"296","Kehoe, Christine","CC","San Diego",1998-12-01,2000-12-03
"300","Kim, Young","USR","",2021-01-03,NA
"302","Knight, Steve","USR","",2015-01-03,2017-01-02
"302","Knight, Steve","USR","",2017-01-03,2019-01-02
"303","Knight, Wm. Pete","CC","Palmdale",1984-12-01,1988-11-30
"303","Knight, Wm. Pete","M","Palmdale",1988-12-01,1992-11-30
"303","Knight, Wm. Pete","State Assembly","",1992-12-07,1994-11-30
"303","Knight, Wm. Pete","State Assembly","",1994-12-05,1996-11-30
"307","Koretz, Paul","CC","LA",2009-07-01,NA
"308","Krekorian, Paul","CC","LA",2010-12-06,NA
"309","Kuehl, Sheila James","BS","LA",2014-12-01,2018-11-30
"309","Kuehl, Sheila James","BS","LA",2018-12-01,NA
"309","Kuehl, Sheila James","State Assembly","",1994-12-05,1996-11-30
"309","Kuehl, Sheila James","State Assembly","",1996-12-02,1998-11-30
"309","Kuehl, Sheila James","State Assembly","",1998-12-07,2000-11-30
"312","La Malfa, Doug","USR","",2013-01-03,2015-01-02
"312","La Malfa, Doug","USR","",2015-01-03,2017-01-02
"312","La Malfa, Doug","USR","",2017-01-03,2019-01-02
"312","La Malfa, Doug","USR","",2019-01-03,2021-01-02
