"Id","Name","Birth","Party","District","Other terms","Race","White","Hispanic","Black","Asian","Female","Function","Beginning term","End of term","End Type","Exit","Next occupation","Term"
"025","Areias, Rusty","09/12/1949","D",25,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"284","Johnston, Pat","09/03/1946","D",26,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"124","Condit, Gary A.","04/21/1948","D",27,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1989-09-20,"Early","Legislative campaign","USR candidate",1988
"177","Farr, Sam","07/04/1941","D",28,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"470","Seastrand, Eric","02/07/1938","R",29,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time",NA,NA,1988
"135","Costa, Jim","04/13/1952","D",30,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"076","Bronzan, Bruce","09/28/1947","D",31,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"286","Jones, Bill","12/20/1949","R",32,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"247","Harvey, Trice","07/14/1936","R",33,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"550","Wyman, Phil","02/21/1945","R",34,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"406","O'Connell, Jack","10/08/1951","D",35,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"366","McClintock, Tom","07/10/1956","R",36,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"547","Wright, Cathie","05/18/1929","R",37,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"311","La Follette, Marian W.","09/19/1926","R",38,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1988-12-05,1990-11-30,"On time","Not seek reelection",NA,1988
"293","Katz, Richard","08/16/1950","D",39,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"035","Bane, Tom","12/28/1913","D",40,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"404","Nolan, Patrick J.","06/16/1950","R",41,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"386","Mountjoy, Richard \"Dick\"","01/13/1932","R",42,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"197","Friedman, Terry B.","09/14/1949","D",43,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"252","Hayden, Tom","12/11/1939","D",44,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"350","Margolin, Burt M.","09/28/1950","D",45,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"453","Roos, Michael","08/06/1945","D",46,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"274","Hughes, Teresa","10/03/1931","D",47,NA,"H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"530","Waters, Maxine","08/15/1938","D",48,NA,"B",FALSE,FALSE,TRUE,FALSE,TRUE,NA,1988-12-05,1990-11-30,"On time","Not seek reelection","USR candidate",1988
"381","Moore, Gwen","10/01/1943","D",49,NA,"B",FALSE,FALSE,TRUE,FALSE,TRUE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"513","Tucker, Curtis R.","03/26/1918","D",50,NA,"B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,1988-12-05,1989-01-01,"Early","Die",NA,1988
"514","Tucker, Curtis R. Jr.","04/06/1954","D",50,NA,"B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,1989-02-07,1990-11-30,"On time","Reelection","Reelected",1988
"178","Felando, Gerald N.","12/29/1934","R",51,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"258","Hill, Frank","02/19/1954","R",52,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Not seek reelection","State Senate candidate",1988
"188","Floyd, Richard E. \"Dick\"","02/03/1931","D",53,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"391","Murray, Williard H. Jr.","01/01/1931","D",54,NA,"B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"429","Polanco, Richard","03/04/1951","D",55,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"455","Roybal-Allard, Lucille","06/12/1941","D",56,NA,"H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"171","Elder, Dave","02/10/1942","D",57,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"079","Brown, Dennis L.",NA,"R",58,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Not seek reelection",NA,1988
"091","Calderon, Charles M.","03/12/1950","D",59,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Not seek reelection","State Senate candidate",1988
"502","Tanner, Sally","12/28/1926","D",60,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"544","Woodruff, Paul A.","02/13/1960","R",61,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"316","Lancaster, William H.\"Bill\"","04/29/1931","R",62,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"174","Epple, Bob","11/18/1948","D",63,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"283","Johnson, Ross","09/28/1939","R",64,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"031","Bader, Charles W.","01/01/1940","R",65,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time",NA,NA,1988
"170","Eaves, Gerald R. \"Jerry\"","05/17/1939","D",66,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"329","Lewis, John R.","11/02/1954","R",67,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"120","Clute, Steve","12/08/1948","D",68,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"198","Frizzelle, Nolan","10/16/1921","R",69,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"179","Ferguson, Gil","04/22/1923","R",70,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"014","Allen, Doris","05/26/1936","R",71,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"434","Pringle, Curt","06/27/1959","R",72,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Defeated",1988
"297","Kelley, Dave","10/11/1928","R",73,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"193","Frazee, Robert C. (Bob)","09/01/1928","R",74,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"377","Mojonnier, Sunny","02/17/1943","R",75,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1988-12-05,1990-11-30,"On time","Reelection","Defeated",1988
"072","Bradley, Bill","03/02/1919","R",76,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1989-10-01,"Early",NA,NA,1988
"275","Hunter, Tricia-Rae","02/02/1949","R",76,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1989-10-03,1990-11-30,"On time","Reelection","Reelected",1988
"046","Bentley, Carol","02/26/1945","R",77,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"299","Killea, Lucy","07/31/1922","D",78,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1988-12-05,1989-12-01,"Early","Legislative campaign","State Senate candidate",1988
"352","Marston, Jeff","07/23/1955","R",78,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1989-12-05,1990-11-30,"On time","Reelection","Defeated",1988
"108","Chacon, Peter R.","06/10/1925","D",79,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"422","Peace, Stephen","03/30/1953","D",80,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1988-12-05,1990-11-30,"On time","Reelection","Reelected",1988
"014","Allen, Doris","05/26/1936","R",71,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"017","Alpert, Dede","10/06/1945","D",75,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"020","Andal, Dean","10/23/1959","R",26,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1991-05-16,1992-11-30,"On time","Reelection","Reelected",1990
"024","Archie-Hudson, Marguerite","11/18/1937","D",48,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"025","Areias, Rusty","09/12/1949","D",25,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"033","Baker, William P. (Bill)","06/14/1940","R",15,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Not seek reelection","USR candidate",1990
"035","Bane, Tom","12/28/1913","D",40,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Not seek reelection",NA,1990
"038","Bates, Tom","02/09/1938","D",12,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"043","Becerra, Xavier","01/26/1958","D",59,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Not seek reelection","USR candidate",1990
"046","Bentley, Carol","02/26/1945","R",77,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1990-12-03,1992-11-30,"On time","Not seek reelection","State Board",1990
"063","Boland, Paula L.","01/17/1940","R",38,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"076","Bronzan, Bruce","09/28/1947","D",31,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"081","Brown, Willie L. Jr.","03/20/1934","D",17,NA,"B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"083","Brulte, James L.","04/13/1956","R",65,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-07,1992-11-30,"On time","Reelection","Reelected",1990
"086","Burton, John L.","12/15/1932","D",16,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"098","Campbell, Robert J. \"Bob\"","12/20/1937","D",11,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"101","Cannella, Sal","09/23/1942","D",27,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"108","Chacon, Peter R.","06/10/1925","D",79,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time",NA,NA,1990
"110","Chandler, Chris","01/20/1951","R",3,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Not seek reelection","Judge",1990
"120","Clute, Steve","12/08/1948","D",68,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Not seek reelection","USR candidate",1990
"123","Collins, B.T","10/17/1940","R",5,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1991-09-18,1992-11-30,"On time","Reelection","Reelected",1990
"125","Connelly, Lloyd G.","12/31/1945","D",6,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Not seek reelection","Judge",1990
"127","Conroy, Mickey","11/01/1927","R",67,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1991-09-18,1992-11-30,"On time","Reelection","Reelected",1990
"134","Cortese, Dominic L. \"Dom\"","09/27/1932","D",24,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"135","Costa, Jim","04/13/1952","D",30,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"169","Eastin, Delaine","08/20/1947","D",18,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"170","Eaves, Gerald R. \"Jerry\"","05/17/1939","D",66,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Not seek reelection","BS candidate",1990
"171","Elder, Dave","02/10/1942","D",57,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Defeated",1990
"174","Epple, Bob","11/18/1948","D",63,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"177","Farr, Sam","07/04/1941","D",28,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"178","Felando, Gerald N.","12/29/1934","R",51,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Defeated",1990
"179","Ferguson, Gil","04/22/1923","R",70,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"182","Filante, William J. \"Bill\"","10/22/1929","R",9,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1991-11-30,"Early","Legislative campaign","USR candidate",1990
"188","Floyd, Richard E. \"Dick\"","02/03/1931","D",53,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Defeated",1990
"193","Frazee, Robert C. (Bob)","09/01/1928","R",74,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"195","Friedman, Barbara","09/01/1949","D",46,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1991-08-01,1992-11-30,"On time","Reelection","Reelected",1990
"197","Friedman, Terry B.","09/14/1949","D",43,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"198","Frizzelle, Nolan","10/16/1921","R",69,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1991-11-30,"Early","Legislative campaign","State Senate candidate",1990
"227","Gotch, Mike","10/04/1947","D",78,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"240","Hannigan, Thomas M.","05/30/1940","D",4,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"241","Hansen, Bev","08/18/1944","R",8,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1990-12-03,1992-11-30,"On time","Not seek reelection","State Senate candidate",1990
"247","Harvey, Trice","07/14/1936","R",33,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"248","Hauser, Dan","06/18/1942","D",2,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"252","Hayden, Tom","12/11/1939","D",44,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Not seek reelection","State Senate candidate",1990
"265","Horcher, Paul V.","08/31/1951","R",52,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"274","Hughes, Teresa","10/03/1931","D",47,NA,"H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,1990-12-03,1992-11-30,"On time","Not seek reelection","State Senate candidate",1990
"275","Hunter, Tricia-Rae","02/02/1949","R",76,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1990-12-03,1992-11-30,"On time","Reelection","Defeated",1990
"279","Isenberg, Phillip","02/25/1939","D",9,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1991-12-01,1992-11-30,"On time","Reelection",NA,1990
"283","Johnson, Ross","09/28/1939","R",64,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"284","Johnston, Pat","09/03/1946","D",26,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1991-01-10,"Early","Legislative campaign","State Senate candidate",1990
"286","Jones, Bill","12/20/1949","R",32,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"293","Katz, Richard","08/16/1950","D",39,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"297","Kelley, Dave","10/11/1928","R",73,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Not seek reelection","State Senate candidate",1990
"301","Klehs, Johan","01/01/1952","D",14,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"304","Knowles, David","09/05/1952","R",7,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"316","Lancaster, William H.\"Bill\"","04/29/1931","R",62,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time",NA,NA,1990
"320","Lee, Barbara","07/16/1946","D",13,NA,"B",FALSE,FALSE,TRUE,FALSE,TRUE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"322","Lempert, Ted","06/14/1961","D",20,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Not seek reelection","USR candidate",1990
"325","Leslie, Tim","02/04/1942","R",5,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1990-12-20,"Early","Legislative campaign","State Senate candidate",1990
"329","Lewis, John R.","11/02/1954","R",67,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1991-01-01,"Early","Legislative campaign","State Senate candidate",1990
"350","Margolin, Burt M.","09/28/1950","D",45,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"359","Mays, Tom","02/06/1954","R",58,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Defeated",1990
"366","McClintock, Tom","07/10/1956","R",36,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Not seek reelection","USR candidate",1990
"381","Moore, Gwen","10/01/1943","D",49,NA,"B",FALSE,FALSE,TRUE,FALSE,TRUE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"386","Mountjoy, Richard \"Dick\"","01/13/1932","R",42,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"391","Murray, Williard H. Jr.","01/01/1931","D",54,NA,"B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"404","Nolan, Patrick J.","06/16/1950","R",41,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"406","O'Connell, Jack","10/08/1951","D",35,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"422","Peace, Stephen","03/30/1953","D",80,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"429","Polanco, Richard","03/04/1951","D",55,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"435","Quackenbush, Charles W.","04/20/1954","R",22,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"453","Roos, Michael","08/06/1945","D",46,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1991-03-19,"Early","Resignation",NA,1990
"455","Roybal-Allard, Lucille","06/12/1941","D",56,NA,"H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,1990-12-03,1992-11-30,"On time","Not seek reelection","USR candidate",1990
"469","Seastrand, Andrea","08/05/1941","R",29,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"475","Sher, Byron","02/07/1928","D",21,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"486","Speier, Jackie","05/14/1950","D",19,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"488","Statham, Stan","04/07/1939","R",1,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"502","Tanner, Sally","12/28/1926","D",60,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1990-12-03,1992-11-30,"On time",NA,NA,1990
"514","Tucker, Curtis R. Jr.","04/06/1954","D",50,NA,"B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"515","Umberg, Thomas","09/25/1955","D",72,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"518","Vasconcellos, John","05/11/1932","D",23,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"544","Woodruff, Paul A.","02/13/1960","R",61,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Reelection","Reelected",1990
"547","Wright, Cathie","05/18/1929","R",37,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1990-12-03,1992-11-30,"On time","Not seek reelection","State Senate candidate",1990
"550","Wyman, Phil","02/21/1945","R",34,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1990-12-03,1992-11-30,"On time","Not seek reelection","State Senate candidate",1990
"009","Aguiar, Fred","12/03/1948","R",61,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,1992-12-07,1994-11-30,"On time","Reelection","Reelected",1992
"012","Alby, Barbara","08/09/1946","R",5,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1993-07-30,1994-11-30,"On time","Reelection","Reelected",1992
"014","Allen, Doris","05/26/1936","R",67,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1992-12-07,1994-11-30,"On time","Reelection","Reelected",1992
"017","Alpert, Dede","10/06/1945","D",78,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1992-12-07,1994-11-30,"On time","Reelection","Reelected",1992
"020","Andal, Dean","10/23/1959","R",17,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1992-12-07,1994-11-30,"On time","Not seek reelection","State Board",1992
"024","Archie-Hudson, Marguerite","11/18/1937","D",48,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1992-12-07,1994-11-30,"On time","Reelection","Reelected",1992
"025","Areias, Rusty","09/12/1949","D",28,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1992-12-07,1994-11-30,"On time","Not seek reelection","State Senate candidate",1992
"029","Baca, Joe","01/23/1947","D",62,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,1992-12-07,1994-11-30,"On time","Reelection","Reelected",1992
"038","Bates, Tom","02/09/1938","D",14,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,1992-12-07,1994-11-30,"On time","Reelection","Reelected",1992
"063","Boland, Paula L.","01/17/1940","R",38,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1992-12-07,1994-11-30,"On time","Reelection","Reelected",1992
"067","Bornstein, Julie","07/17/1938","D",80,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,1992-12-07,1994-11-30,"On time","Reelection","Defeated",1992
