"Id","Name","Birth","Party","District","Other terms","Race","White","Hispanic","Black","Asian","Female","Function","Beginning term","End of term","End Type","Exit","Next occupation","Term"
"016","Allen, Travis","09/14/1973","R",72,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"019","Ammiano, Tom","12/15/1941","D",17,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Termed out",NA,2012
"028","Atkins, Toni","08/01/1962","D",78,"CC","W",TRUE,FALSE,FALSE,FALSE,TRUE,"Majority Leader - Speaker",2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"054","Bigelow, Frank","07/22/1954","R",5,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"057","Bloom, Richard","06/22/1953","D",50,"CC - M","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"058","Blumenfield, Bob","09/13/1967","D",45,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2013-07-01,"Early","Local campaign","CC candidate",2012
"059","Bocanegra, Raul","07/13/1971","D",39,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Defeated",2012
"064","Bonilla, Susan","06/22/1960","D",14,"CC-M","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"065","Bonta, Rob","09/22/1972","D",18,"CC","A",FALSE,FALSE,FALSE,TRUE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"071","Bradford, Steven","01/12/1960","D",62,"S-CC","B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Termed out","State Senate candidate",2012
"078","Brown, Cheryl","02/11/1944","D",47,NA,"B",FALSE,FALSE,TRUE,FALSE,TRUE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"084","Buchanan, Joan","10/04/1952","D",16,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2012-12-03,2014-11-30,"On time","Termed out","State Senate candidate",2012
"092","Calderon, Ian Charles","10/19/1985","D",57,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,"Majority Leader",2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"099","Campos, Nora","06/15/1965","D",27,"CC-S","H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"112","Chau, Edwin","09/17/1957","D",49,NA,"A",FALSE,FALSE,FALSE,TRUE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"114","Chavez, Rocky","05/12/1951","R",76,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"116","Chesbro, Wesley","08/20/1951","D",2,"S-CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Termed out",NA,2012
"128","Conway, Connie","09/25/1950","R",26,"CC","W",TRUE,FALSE,FALSE,FALSE,TRUE,"Minority Leader",2012-12-03,2014-11-30,"On time","Termed out",NA,2012
"130","Cooley, Ken","03/18/1953","D",8,"CC - M","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"142","Dahle, Brian","09/20/1965","R",1,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,"Minority Leader",2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"144","Daly, Tom","07/26/1954","D",69,"CC - M","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"157","Dickinson, Roger","09/22/1950","D",7,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Not seek reelection","State Senate candidate",2012
"160","Donnelly, Tim","05/09/1966","R",33,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Not seek reelection","Governor candidate",2012
"190","Fong, Paul","08/05/1952","D",28,NA,"A",FALSE,FALSE,FALSE,TRUE,FALSE,NA,2012-12-03,2014-11-30,"On time","Termed out","CC candidate",2012
"192","Fox, Steve","01/27/1953","D",36,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Defeated",2012
"194","Frazier, Jim","05/04/1959","D",11,"CC - M","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"205","Gaines, Beth","09/17/1959","R",6,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"211","Garcia, Cristina","08/22/1977","D",58,NA,"H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"214","Gatto, Mike","10/19/1974","D",43,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,"Assistant Speaker Pro Tempore",2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"222","Gomez, Jimmy","11/25/1974","D",51,"USR","H",FALSE,TRUE,FALSE,TRUE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"225","Gordon, Richard","07/03/1948","D",24,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"226","Gorell, Jeff","11/06/1970","R",44,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Not seek reelection","USR candidate",2012
"229","Gray, Adam",NA,"D",21,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"233","Grove, Shannon","03/18/1965","R",34,"S","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"235","Hagman, Curt","01/02/1965","R",55,"M-CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Termed out","CC candidate",2012
"237","Hall, Isadore","12/10/1971","D",64,"S-CC","B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Termed out","State Senate candidate",2012
"242","Harkey, Diane","06/20/1951","R",73,"CC-M","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2012-12-03,2014-11-30,"On time","Termed out","State Board",2012
"256","Hernandez, Roger","07/29/1975","D",48,"CC-M","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"261","Holden, Chris","07/19/1960","D",41,"CC - M","B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"271","Hueso, Ben","09/02/1969","D",80,"S-CC","H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2012-12-03,2013-03-21,"Early","Legislative campaign","State Senate candidate",2012
"285","Jones-Sawyer, Reginald","01/14/1957","D",59,NA,"B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"328","Levine, Marc","04/26/1974","D",10,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"333","Linder, Eric","10/09/1978","R",60,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"336","Logue, Dan",NA,"R",3,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Termed out","USR candidate",2012
"342","Lowenthal, Bonnie","02/19/1940","D",70,"CC","H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2012-12-03,2014-11-30,"On time","Termed out","M candidate",2012
"346","Maienschein, Brian","05/22/1969","D",77,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"348","Mansoor, Allan","06/16/1964","R",74,"M","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time",NA,NA,2012
"370","Medina, Jose","03/29/1953","D",61,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"371","Melendez, Melissa","02/17/1968","R",67,"S - CC - M","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"376","Mitchell, Holly","09/07/1964","D",54,"S-CC","B",FALSE,FALSE,TRUE,FALSE,TRUE,NA,2012-12-03,2013-09-26,"Early","Legislative campaign","State Senate candidate",2012
"382","Morrel, Mike","10/14/1952","R",40,"S","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Not seek reelection","State Senate candidate",2012
"388","Mullin, Kevin","06/15/1970","D",22,"CC-M","W",TRUE,FALSE,FALSE,FALSE,FALSE,"Speaker Pro Tempore",2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"389","Muratsuchi, Al","09/04/1964","D",66,NA,"A",FALSE,FALSE,FALSE,TRUE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Defeated",2012
"399","Nazarian, Adrin","03/19/1973","D",46,NA,"A",FALSE,FALSE,FALSE,TRUE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"400","Nestande, Brian","01/10/1964","R",42,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Termed out","USR candidate",2012
"411","Olsen, Kristen","01/19/2974","R",12,"CC","W",TRUE,FALSE,FALSE,FALSE,TRUE,"Minority Leader",2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"414","P. Wagner, Donald","12/03/1960","R",68,"CC-M","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"417","Pan, Richard","10/28/1965","D",9,"S","A",FALSE,FALSE,FALSE,TRUE,FALSE,NA,2012-12-03,2014-11-30,"On time","Not seek reelection","State Senate candidate",2012
"420","Patterson, Jim","02/18/1948","R",23,"M","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"424","Perez, John A.","09/28/1969","D",53,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,"Speaker",2012-12-03,2014-11-30,"On time","Termed out","Regent of the University of California",2012
"425","Perez, V. Manuel","06/18/1973","D",56,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,"Minority Leader",2012-12-03,2014-11-30,"On time","Termed out","BS candidate",2012
"437","Quirk, Bill","09/01/1946","D",20,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"436","Quirk-Silva, Sharon","09/17/1962","D",65,NA,"H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2012-12-03,2014-11-30,"On time","Reelection","Defeated",2012
"440","Rendon, Anthony","03/04/1968","D",63,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,"Speaker",2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"445","Ridley-Thomas, Sebastian","08/12/1987","D",54,NA,"B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,2013-12-05,2014-11-30,"On time","Reelection","Reelected",2012
"449","Rodriguez, Freddie","09/08/1965","D",52,"CC","H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2013-10-11,2014-11-30,"On time","Reelection","Reelected",2012
"463","Salas, Rudy","03/12/1977","D",32,"CC","H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"478","Skinner, Nancy","08/12/1954","D",15,"S-CC","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2012-12-03,2014-11-30,"On time","Termed out","State Senate candidate",2012
"492","Stone, Mark","06/17/1957","D",29,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"499","T. Perea, Henry","06/29/1977","D",31,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"501","Talamantes Eggman, Susan","03/03/1961","D",13,"S","H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"507","Ting, Phil","02/09/1969","D",19,NA,"A",FALSE,FALSE,FALSE,TRUE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"510","Torres, Norma J.","04/04/1965","D",52,"USR-S-CC-M","H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2012-12-03,2013-05-20,"Early","Legislative campaign","State Senate candidate",2012
"525","W. Jones, Brian","08/09/1968","R",71,"CC-S","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"526","Waldron, Marie","03/28/2018","R",75,"CC","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"533","Weber, Shirley","09/20/1948","D",79,NA,"B",FALSE,FALSE,TRUE,FALSE,TRUE,"Secretary of State",2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"537","Wieckowski, Bob","02/18/1955","D",25,"S-CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Not seek reelection","State Senate candidate",2012
"540","Wilk, Scott","03/16/1959","R",38,"S","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"541","Williams, Das","06/29/1974","D",37,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2012-12-03,2014-11-30,"On time","Reelection","Reelected",2012
"551","Yamada, Mariko","10/23/1950","D",4,"CC","A",FALSE,FALSE,FALSE,TRUE,TRUE,NA,2012-12-03,2014-11-30,"On time","Termed out","State Senate candidate",2012
"002","Achadjian, Katcho","06/02/1951","R",35,"S-CC","A",FALSE,FALSE,FALSE,TRUE,FALSE,NA,2014-12-01,2016-11-30,"On time","Termed out","USR candidate",2014
"013","Alejo, Luis","03/27/1974","D",30,"CC-M","H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Termed out","BS candidate",2014
"016","Allen, Travis","09/14/1973","R",72,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"022","Arambula, Joaquin","05/17/1977","D",31,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2016-04-14,2016-11-30,"On time","Reelection","Reelected",2014
"028","Atkins, Toni","08/01/1962","D",78,"CC","W",TRUE,FALSE,FALSE,FALSE,TRUE,"Majority Leader - Speaker",2014-12-01,2016-11-30,"On time","Termed out","State Senate candidate",2014
"032","Baker, Catharine","05/01/1971","R",16,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"054","Bigelow, Frank","07/22/1954","R",5,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"057","Bloom, Richard","06/22/1953","D",50,"CC - M","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"064","Bonilla, Susan","06/22/1960","D",14,"CC-M","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2014-12-01,2016-11-30,"On time","Termed out","State Senate candidate",2014
"065","Bonta, Rob","09/22/1972","D",18,"CC","A",FALSE,FALSE,FALSE,TRUE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"077","Brough, William","10/15/1966","R",73,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"078","Brown, Cheryl","02/11/1944","D",47,NA,"B",FALSE,FALSE,TRUE,FALSE,TRUE,NA,2014-12-01,2016-11-30,"On time","Reelection","Defeated",2014
"085","Burke, Autumn","11/23/1973","D",62,NA,"B",FALSE,FALSE,TRUE,FALSE,TRUE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"092","Calderon, Ian Charles","10/19/1985","D",57,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,"Majority Leader",2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"099","Campos, Nora","06/15/1965","D",27,"CC-S","H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2014-12-01,2016-11-30,"On time","Termed out","State Senate candidate",2014
"111","Chang, Ling-Ling","07/24/1976","R",55,"CC","A",FALSE,FALSE,FALSE,TRUE,TRUE,NA,2014-12-01,2016-11-30,"On time","Not seek reelection","State Senate candidate",2014
"112","Chau, Edwin","09/17/1957","D",49,NA,"A",FALSE,FALSE,FALSE,TRUE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"114","Chavez, Rocky","05/12/1951","R",76,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"117","Chiu, David","04/02/1970","D",17,"CC","A",FALSE,FALSE,FALSE,TRUE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"119","Chu, Kansen","10/27/1952","D",25,"CC","A",FALSE,FALSE,FALSE,TRUE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"130","Cooley, Ken","03/18/1953","D",8,"CC - M","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"131","Cooper, Jim","01/05/1964","D",9,"CC - M","B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"141","Dababneh, Matt","02/20/1981","D",45,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"142","Dahle, Brian","09/20/1965","R",1,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,"Minority Leader",2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"144","Daly, Tom","07/26/1954","D",69,"CC - M","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"159","Dodd, Bill","06/10/1956","D",4,"S-CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Not seek reelection","State Senate candidate",2014
"194","Frazier, Jim","05/04/1959","D",11,"CC - M","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"205","Gaines, Beth","09/17/1959","R",6,NA,"W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2014-12-01,2016-11-30,"On time","Not seek reelection",NA,2014
"208","Gallagher, James","03/04/1981","R",3,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"211","Garcia, Cristina","08/22/1977","D",58,NA,"H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"212","Garcia, Eduardo","02/04/1977","D",56,"CC - M","H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"214","Gatto, Mike","10/19/1974","D",43,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,"Assistant Speaker Pro Tempore",2014-12-01,2016-11-30,"On time","Termed out",NA,2014
"216","Gipson, Mike","06/25/1966","D",64,"CC","B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"222","Gomez, Jimmy","11/25/1974","D",51,"USR","H",FALSE,TRUE,FALSE,TRUE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"223","Gonzalez Fletcher, Lorena","09/16/1971","D",80,NA,"H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"225","Gordon, Richard","07/03/1948","D",21,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Termed out",NA,2014
"229","Gray, Adam",NA,"D",21,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"233","Grove, Shannon","03/18/1965","R",34,"S","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2014-12-01,2016-11-30,"On time","Termed out","State Senate candidate",2014
"234","Hadley, David","11/14/1964","R",66,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Defeated",2014
"244","Harper, Matthew","06/27/1974","R",74,"CC - M","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"256","Hernandez, Roger","07/29/1975","D",48,"CC-M","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Termed out","USR candidate",2014
"261","Holden, Chris","07/19/1960","D",41,"CC - M","B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"278","Irwin, Jacqui","01/03/1962","D",44,"CC - M","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"285","Jones-Sawyer, Reginald","01/14/1957","D",59,NA,"B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"300","Kim, Young","10/18/1962","R",65,"USR","A",FALSE,FALSE,FALSE,TRUE,TRUE,NA,2014-12-01,2016-11-30,"On time","Reelection","Defeated",2014
"314","Lackey, Tom","03/12/1959","R",36,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"328","Levine, Marc","04/26/1974","D",10,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"333","Linder, Eric","10/09/1978","R",60,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Defeated",2014
"339","Lopez, Patty","01/15/1968","D",39,NA,"H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2014-12-01,2016-11-30,"On time","Not seek reelection",NA,2014
"340","Low, Evan","06/05/1983","D",28,"CC - M","A",FALSE,FALSE,FALSE,TRUE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"346","Maienschein, Brian","05/22/1969","D",77,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"356","Mathis, Devon","09/21/1982","R",26,NA,"W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"358","Mayes, Chad","04/23/1977","I",42,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,"Minority Leader",2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"365","McCarty, Kevin","01/06/1972","D",7,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"370","Medina, Jose","03/29/1953","D",61,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"371","Melendez, Melissa","02/17/1968","R",67,"S - CC - M","W",TRUE,FALSE,FALSE,FALSE,TRUE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"388","Mullin, Kevin","06/15/1970","D",22,"CC-M","W",TRUE,FALSE,FALSE,FALSE,FALSE,"Speaker Pro Tempore",2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"399","Nazarian, Adrin","03/19/1973","D",46,NA,"A",FALSE,FALSE,FALSE,TRUE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"408","Obernolte, Jay","08/18/1970","R",33,"CC - USR","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"407","O'Donnell, Patrick","02/25/1966","D",70,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"411","Olsen, Kristen","01/19/2974","R",12,"CC","W",TRUE,FALSE,FALSE,FALSE,TRUE,"Minority Leader",2014-12-01,2016-11-30,"On time","Termed out","BS candidate",2014
"414","P. Wagner, Donald","12/03/1960","R",68,"CC-M","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Termed out","M candidate",2014
"420","Patterson, Jim","02/18/1948","R",23,"M","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"437","Quirk, Bill","09/01/1946","D",20,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"440","Rendon, Anthony","03/04/1968","D",63,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,"Speaker",2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"445","Ridley-Thomas, Sebastian","08/12/1987","D",54,NA,"B",FALSE,FALSE,TRUE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"449","Rodriguez, Freddie","09/08/1965","D",52,"CC","H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"463","Salas, Rudy","03/12/1977","D",32,"CC","H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"467","Santiago, Miguel","03/03/1973","D",53,NA,"H",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"490","Steinorth, Marc","05/19/1970","R",40,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"492","Stone, Mark","06/17/1957","D",29,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
"499","T. Perea, Henry","06/29/1977","D",31,"CC","W",TRUE,FALSE,FALSE,FALSE,FALSE,NA,2014-12-01,2015-12-31,"Early","Resignation","Lobbyist",2014
"501","Talamantes Eggman, Susan","03/03/1961","D",13,"S","H",FALSE,TRUE,FALSE,FALSE,TRUE,NA,2014-12-01,2016-11-30,"On time","Reelection","Reelected",2014
