"Id","Name","Office","Local Division","Beginning term","End of term"
"170","Eaves, Gerald R. \"Jerry\"","State Assembly","66",1988-12-05,1990-11-30
"329","Lewis, John R.","State Assembly","67",1988-12-05,1990-11-30
"120","Clute, Steve","State Assembly","68",1988-12-05,1990-11-30
"198","Frizzelle, Nolan","State Assembly","69",1988-12-05,1990-11-30
"179","Ferguson, Gil","State Assembly","70",1988-12-05,1990-11-30
"014","Allen, Doris","State Assembly","71",1988-12-05,1990-11-30
"434","Pringle, Curt","State Assembly","72",1988-12-05,1990-11-30
"297","Kelley, Dave","State Assembly","73",1988-12-05,1990-11-30
"193","Frazee, Robert C. (Bob)","State Assembly","74",1988-12-05,1990-11-30
"377","Mojonnier, Sunny","State Assembly","75",1988-12-05,1990-11-30
"072","Bradley, Bill","State Assembly","76",1988-12-05,1989-10-01
"275","Hunter, Tricia-Rae","State Assembly","76",1989-10-03,1990-11-30
"046","Bentley, Carol","State Assembly","77",1988-12-05,1990-11-30
"299","Killea, Lucy","State Assembly","78",1988-12-05,1989-12-01
"352","Marston, Jeff","State Assembly","78",1989-12-05,1990-11-30
"108","Chacon, Peter R.","State Assembly","79",1988-12-05,1990-11-30
"422","Peace, Stephen","State Assembly","80",1988-12-05,1990-11-30
"014","Allen, Doris","State Assembly","71",1990-12-03,1992-11-30
"025","Areias, Rusty","State Assembly","25",1990-12-03,1992-11-30
"033","Baker, William P. (Bill)","State Assembly","15",1990-12-03,1992-11-30
"035","Bane, Tom","State Assembly","40",1990-12-03,1992-11-30
"038","Bates, Tom","State Assembly","12",1990-12-03,1992-11-30
"046","Bentley, Carol","State Assembly","77",1990-12-03,1992-11-30
"076","Bronzan, Bruce","State Assembly","31",1990-12-03,1992-11-30
"081","Brown, Willie L. Jr.","State Assembly","17",1990-12-03,1992-11-30
"086","Burton, John L.","State Assembly","16",1990-12-03,1992-11-30
"098","Campbell, Robert J. \"Bob\"","State Assembly","11",1990-12-03,1992-11-30
"108","Chacon, Peter R.","State Assembly","79",1990-12-03,1992-11-30
"110","Chandler, Chris","State Assembly","3",1990-12-03,1992-11-30
"120","Clute, Steve","State Assembly","68",1990-12-03,1992-11-30
"125","Connelly, Lloyd G.","State Assembly","6",1990-12-03,1992-11-30
"134","Cortese, Dominic L. \"Dom\"","State Assembly","24",1990-12-03,1992-11-30
"135","Costa, Jim","State Assembly","30",1990-12-03,1992-11-30
"169","Eastin, Delaine","State Assembly","18",1990-12-03,1992-11-30
"170","Eaves, Gerald R. \"Jerry\"","State Assembly","66",1990-12-03,1992-11-30
"171","Elder, Dave","State Assembly","57",1990-12-03,1992-11-30
"174","Epple, Bob","State Assembly","63",1990-12-03,1992-11-30
"177","Farr, Sam","State Assembly","28",1990-12-03,1992-11-30
"178","Felando, Gerald N.","State Assembly","51",1990-12-03,1992-11-30
"179","Ferguson, Gil","State Assembly","70",1990-12-03,1992-11-30
"182","Filante, William J. \"Bill\"","State Assembly","9",1990-12-03,1991-11-30
"188","Floyd, Richard E. \"Dick\"","State Assembly","53",1990-12-03,1992-11-30
"193","Frazee, Robert C. (Bob)","State Assembly","74",1990-12-03,1992-11-30
"197","Friedman, Terry B.","State Assembly","43",1990-12-03,1992-11-30
"198","Frizzelle, Nolan","State Assembly","69",1990-12-03,1991-11-30
"240","Hannigan, Thomas M.","State Assembly","4",1990-12-03,1992-11-30
"241","Hansen, Bev","State Assembly","8",1990-12-03,1992-11-30
"247","Harvey, Trice","State Assembly","33",1990-12-03,1992-11-30
"248","Hauser, Dan","State Assembly","2",1990-12-03,1992-11-30
"252","Hayden, Tom","State Assembly","44",1990-12-03,1992-11-30
"274","Hughes, Teresa","State Assembly","47",1990-12-03,1992-11-30
"275","Hunter, Tricia-Rae","State Assembly","76",1990-12-03,1992-11-30
"279","Isenberg, Phillip","State Assembly","9",1991-12-01,1992-11-30
"283","Johnson, Ross","State Assembly","64",1990-12-03,1992-11-30
"284","Johnston, Pat","State Assembly","26",1990-12-03,1991-01-10
"286","Jones, Bill","State Assembly","32",1990-12-03,1992-11-30
"293","Katz, Richard","State Assembly","39",1990-12-03,1992-11-30
"297","Kelley, Dave","State Assembly","73",1990-12-03,1992-11-30
"301","Klehs, Johan","State Assembly","14",1990-12-03,1992-11-30
"316","Lancaster, William H.\"Bill\"","State Assembly","62",1990-12-03,1992-11-30
"322","Lempert, Ted","State Assembly","20",1990-12-03,1992-11-30
"325","Leslie, Tim","State Assembly","5",1990-12-03,1990-12-20
"329","Lewis, John R.","State Assembly","67",1990-12-03,1991-01-01
"350","Margolin, Burt M.","State Assembly","45",1990-12-03,1992-11-30
"366","McClintock, Tom","State Assembly","36",1990-12-03,1992-11-30
"381","Moore, Gwen","State Assembly","49",1990-12-03,1992-11-30
"386","Mountjoy, Richard \"Dick\"","State Assembly","42",1990-12-03,1992-11-30
"391","Murray, Williard H. Jr.","State Assembly","54",1990-12-03,1992-11-30
"404","Nolan, Patrick J.","State Assembly","41",1990-12-03,1992-11-30
"406","O'Connell, Jack","State Assembly","35",1990-12-03,1992-11-30
"422","Peace, Stephen","State Assembly","80",1990-12-03,1992-11-30
"429","Polanco, Richard","State Assembly","55",1990-12-03,1992-11-30
"435","Quackenbush, Charles W.","State Assembly","22",1990-12-03,1992-11-30
"453","Roos, Michael","State Assembly","46",1990-12-03,1991-03-19
"455","Roybal-Allard, Lucille","State Assembly","56",1990-12-03,1992-11-30
"475","Sher, Byron","State Assembly","21",1990-12-03,1992-11-30
"486","Speier, Jackie","State Assembly","19",1990-12-03,1992-11-30
"488","Statham, Stan","State Assembly","1",1990-12-03,1992-11-30
"502","Tanner, Sally","State Assembly","60",1990-12-03,1992-11-30
"514","Tucker, Curtis R. Jr.","State Assembly","50",1990-12-03,1992-11-30
"518","Vasconcellos, John","State Assembly","23",1990-12-03,1992-11-30
"544","Woodruff, Paul A.","State Assembly","61",1990-12-03,1992-11-30
"547","Wright, Cathie","State Assembly","37",1990-12-03,1992-11-30
"550","Wyman, Phil","State Assembly","34",1990-12-03,1992-11-30
"014","Allen, Doris","State Assembly","67",1992-12-07,1994-11-30
"025","Areias, Rusty","State Assembly","28",1992-12-07,1994-11-30
"038","Bates, Tom","State Assembly","14",1992-12-07,1994-11-30
"076","Bronzan, Bruce","State Assembly","31",1992-12-07,1993-01-01
"081","Brown, Willie L. Jr.","State Assembly","13",1992-12-07,1994-11-30
"086","Burton, John L.","State Assembly","12",1992-12-07,1994-11-30
"098","Campbell, Robert J. \"Bob\"","State Assembly","11",1992-12-07,1994-11-30
"134","Cortese, Dominic L. \"Dom\"","State Assembly","23",1992-12-07,1994-11-30
"135","Costa, Jim","State Assembly","30",1992-12-07,1994-11-30
"169","Eastin, Delaine","State Assembly","20",1992-12-07,1994-11-30
"174","Epple, Bob","State Assembly","56",1992-12-07,1994-11-30
"177","Farr, Sam","State Assembly","27",1992-12-07,1993-06-08
"179","Ferguson, Gil","State Assembly","70",1992-12-07,1994-11-30
"193","Frazee, Robert C. (Bob)","State Assembly","74",1992-12-07,1994-11-30
"197","Friedman, Terry B.","State Assembly","41",1992-12-07,1994-11-30
"240","Hannigan, Thomas M.","State Assembly","8",1992-12-07,1994-11-30
"247","Harvey, Trice","State Assembly","32",1992-12-07,1994-11-30
"248","Hauser, Dan","State Assembly","1",1992-12-07,1994-11-30
"279","Isenberg, Phillip","State Assembly","9",1992-12-07,1994-11-30
"283","Johnson, Ross","State Assembly","72",1992-12-03,1994-11-30
"286","Jones, Bill","State Assembly","29",1992-12-07,1994-08-01
"293","Katz, Richard","State Assembly","39",1992-12-07,1994-11-30
"301","Klehs, Johan","State Assembly","18",1992-12-07,1994-11-30
"350","Margolin, Burt M.","State Assembly","42",1992-12-07,1994-11-30
"381","Moore, Gwen","State Assembly","47",1992-12-07,1994-11-30
"386","Mountjoy, Richard \"Dick\"","State Assembly","59",1992-12-07,1994-11-30
"391","Murray, Williard H. Jr.","State Assembly","52",1992-12-07,1994-11-30
"404","Nolan, Patrick J.","State Assembly","43",1992-12-07,1994-02-18
"406","O'Connell, Jack","State Assembly","35",1992-12-07,1994-11-30
"422","Peace, Stephen","State Assembly","79",1992-12-07,1994-11-30
"429","Polanco, Richard","State Assembly","45",1992-12-07,1994-02-18
"434","Pringle, Curt","State Assembly","68",1992-12-07,1994-02-18
"435","Quackenbush, Charles W.","State Assembly","24",1992-12-07,1994-02-18
"475","Sher, Byron","State Assembly","21",1992-12-07,1994-11-30
"486","Speier, Jackie","State Assembly","19",1992-12-03,1994-11-30
"488","Statham, Stan","State Assembly","2",1992-12-07,1994-02-18
"514","Tucker, Curtis R. Jr.","State Assembly","51",1992-12-07,1994-02-18
"518","Vasconcellos, John","State Assembly","22",1992-12-07,1994-11-30
"544","Woodruff, Paul A.","State Assembly","65",1992-12-07,1994-02-18
"014","Allen, Doris","State Assembly","59",1994-12-05,1995-09-14
"038","Bates, Tom","State Assembly","14",1994-12-05,1996-11-30
"081","Brown, Willie L. Jr.","State Assembly","13",1994-12-05,1995-12-14
"086","Burton, John L.","State Assembly","12",1994-12-05,1996-11-30
"098","Campbell, Robert J. \"Bob\"","State Assembly","11",1994-12-05,1996-11-30
"134","Cortese, Dominic L. \"Dom\"","State Assembly","23",1994-12-05,1996-11-30
"240","Hannigan, Thomas M.","State Assembly","8",1994-12-05,1996-11-30
"247","Harvey, Trice","State Assembly","32",1994-12-05,1996-11-30
"248","Hauser, Dan","State Assembly","1",1994-12-05,1996-11-30
"279","Isenberg, Phillip","State Assembly","9",1994-12-05,1996-11-30
"283","Johnson, Ross","State Assembly","72",1994-12-05,1995-04-01
"293","Katz, Richard","State Assembly","39",1994-12-05,1996-11-30
"386","Mountjoy, Richard \"Dick\"","State Assembly","59",1994-12-05,1995-01-23
"391","Murray, Williard H. Jr.","State Assembly","52",1994-12-05,1996-11-30
"434","Pringle, Curt","State Assembly","68",1994-12-05,1996-11-30
"475","Sher, Byron","State Assembly","21",1994-12-05,1996-11-30
"486","Speier, Jackie","State Assembly","19",1994-12-05,1996-11-30
"514","Tucker, Curtis R. Jr.","State Assembly","51",1994-12-05,1996-11-30
"518","Vasconcellos, John","State Assembly","22",1994-12-05,1996-11-30
"188","Floyd, Richard E. \"Dick\"","State Assembly","55",1996-12-02,1998-11-30
"322","Lempert, Ted","State Assembly","21",1996-12-02,1998-11-30
"324","Leonard, Bill","State Assembly","63",1996-12-02,1998-11-30
"366","McClintock, Tom","State Assembly","38",1996-12-02,1998-11-30
"418","Papan, Louis","State Assembly","19",1996-12-02,1998-11-30
"434","Pringle, Curt","State Assembly","68",1996-12-02,1998-11-30
"188","Floyd, Richard E. \"Dick\"","State Assembly","55",1998-12-07,2000-11-30
"322","Lempert, Ted","State Assembly","21",1998-12-07,2000-11-30
"324","Leonard, Bill","State Assembly","63",1998-12-07,2000-11-30
"366","McClintock, Tom","State Assembly","38",1998-12-07,2000-11-30
"418","Papan, Louis","State Assembly","19",1998-12-07,2000-11-30
"325","Leslie, Tim","State Assembly","4",2000-12-04,2002-12-02
"418","Papan, Louis","State Assembly","19",2000-12-04,2002-12-02
"550","Wyman, Phil","State Assembly","34",2000-12-04,2002-12-02
"324","Leonard, Bill","State Assembly","63",2000-12-04,2002-12-02
"297","Kelley, Dave","State Assembly","80",2000-12-04,2002-12-02
"325","Leslie, Tim","State Assembly","4",2002-12-02,2004-11-30
"301","Klehs, Johan","State Assembly","18",2004-12-06,2006-11-30
"325","Leslie, Tim","State Assembly","4",2004-12-06,2006-11-30
"091","Calderon, Charles M.","State Assembly","58",2006-12-04,2008-11-30
"091","Calderon, Charles M.","State Assembly","58",2008-12-01,2010-11-30
"091","Calderon, Charles M.","State Assembly","58",2010-12-06,2012-11-30
"406","O'Connell, Jack","State Senate","18",1998-12-07,2002-11-30
"086","Burton, John L.","State Senate","3",1996-12-02,2000-11-30
"135","Costa, Jim","State Senate","16",1994-12-05,1998-11-30
"283","Johnson, Ross","State Senate","35",1996-12-02,2000-11-30
"366","McClintock, Tom","State Senate","19",2000-12-04,2004-11-30
"422","Peace, Stephen","State Senate","40",1994-12-05,1998-11-30
"475","Sher, Byron","State Senate","11",1996-03-28,2000-11-30
"486","Speier, Jackie","State Senate","8",1998-12-07,2002-11-30
"518","Vasconcellos, John","State Senate","13",1996-12-02,2000-11-30
"086","Burton, John L.","State Senate","3",2000-12-04,2004-11-30
"135","Costa, Jim","State Senate","16",1998-12-07,2002-11-30
"283","Johnson, Ross","State Senate","35",2000-12-04,2004-11-30
"366","McClintock, Tom","State Senate","19",2004-12-06,2008-11-30
"422","Peace, Stephen","State Senate","40",1998-12-07,2002-11-30
"475","Sher, Byron","State Senate","11",2000-12-04,2004-11-30
"486","Speier, Jackie","State Senate","8",2002-12-02,2006-11-30
"518","Vasconcellos, John","State Senate","13",2000-12-04,2004-11-30
"086","Burton, John L.","State Assembly","",1965-01-04,1966-11-30
"086","Burton, John L.","State Assembly","",1966-12-01,1968-11-30
"086","Burton, John L.","State Assembly","",1968-12-01,1970-11-30
"086","Burton, John L.","State Assembly","",1970-12-01,1972-11-30
"086","Burton, John L.","State Assembly","",1972-12-01,1974-06-04
"086","Burton, John L.","USR","",1974-06-04,1975-01-02
"086","Burton, John L.","USR","",1975-01-03,1977-01-02
"086","Burton, John L.","USR","",1977-01-03,1979-01-02
"086","Burton, John L.","USR","",1979-01-03,1981-01-02
"086","Burton, John L.","USR","",1981-01-03,1983-01-03
"135","Costa, Jim","State Assembly","",1978-12-04,1980-11-30
"135","Costa, Jim","USR","",2005-01-03,2007-01-02
"135","Costa, Jim","USR","",2007-01-03,2009-01-02
"135","Costa, Jim","USR","",2009-01-03,2011-01-02
"135","Costa, Jim","USR","",2011-01-03,2013-01-02
"135","Costa, Jim","USR","",2013-01-03,2015-01-02
"135","Costa, Jim","USR","",2015-01-03,2017-01-02
"135","Costa, Jim","USR","",2017-01-03,2019-01-02
"135","Costa, Jim","USR","",2021-01-03,NA
"283","Johnson, Ross","State Assembly","",1978-12-04,1980-11-30
"297","Kelley, Dave","State Assembly","",1978-12-04,1980-11-30
"324","Leonard, Bill","State Assembly","",1978-12-04,1980-11-30
"324","Leonard, Bill","State Assembly","",1988-12-05,1990-11-30
"324","Leonard, Bill","State Assembly","",1996-12-02,1998-11-30
"324","Leonard, Bill","State Senate","",1990-12-03,1994-11-30
"324","Leonard, Bill","State Senate","",1994-12-05,1996-11-30
"325","Leslie, Tim","State Senate","",1991-01-01,1992-11-30
"325","Leslie, Tim","State Senate","",1992-12-07,1996-11-30
"325","Leslie, Tim","State Senate","",1996-12-02,2000-11-30
"366","McClintock, Tom","State Assembly","",1996-12-02,1998-11-30
"366","McClintock, Tom","State Assembly","",1998-12-07,2000-11-30
"366","McClintock, Tom","USR","",2009-01-03,2011-01-02
"366","McClintock, Tom","USR","",2011-01-03,2013-01-02
"366","McClintock, Tom","USR","",2013-01-03,2015-01-02
"366","McClintock, Tom","USR","",2015-01-03,2017-01-02
"366","McClintock, Tom","USR","",2017-01-03,2019-01-02
"366","McClintock, Tom","USR","",2019-01-03,2021-01-02
"366","McClintock, Tom","USR","",2021-01-03,NA
"406","O'Connell, Jack","State Senate","18",1994-12-05,2002-11-30
"475","Sher, Byron","CC","Palo Alto",1965-12-01,1967-11-30
"475","Sher, Byron","CC","Palo Alto",1973-12-01,1975-11-30
"475","Sher, Byron","CC","Palo Alto",1977-12-01,1979-11-30
"475","Sher, Byron","M","Palo Alto",1975-12-01,1977-11-30
"486","Speier, Jackie","State Assembly","",1986-12-01,1988-11-30
"486","Speier, Jackie","State Assembly","",1988-12-05,1990-11-30
"486","Speier, Jackie","State Assembly","",1990-12-03,1992-11-30
"486","Speier, Jackie","State Assembly","",1992-12-03,1994-11-30
"486","Speier, Jackie","USR","",2008-04-08,2009-01-02
"486","Speier, Jackie","USR","",2009-01-03,2011-01-02
"486","Speier, Jackie","USR","",2011-01-03,2013-01-02
"486","Speier, Jackie","USR","",2013-01-03,2015-01-02
"486","Speier, Jackie","USR","",2015-01-03,2017-01-02
"486","Speier, Jackie","USR","",2017-01-03,2019-01-02
"486","Speier, Jackie","USR","",2019-01-03,2021-01-02
"486","Speier, Jackie","USR","",2021-01-03,NA
"518","Vasconcellos, John","State Assembly","",1966-12-01,1968-11-30
"518","Vasconcellos, John","State Assembly","",1968-12-01,1970-11-30
"518","Vasconcellos, John","State Assembly","",1970-12-01,1972-11-30
"518","Vasconcellos, John","State Assembly","",1972-12-01,1974-11-30
"518","Vasconcellos, John","State Assembly","",1974-12-01,1976-11-30
"518","Vasconcellos, John","State Assembly","",1976-12-01,1978-11-30
"518","Vasconcellos, John","State Assembly","",1978-12-04,1980-11-30
"550","Wyman, Phil","State Assembly","",1978-12-04,1980-11-30
"033","Baker, William P. (Bill)","USR","",1993-01-03,1994-12-01
"033","Baker, William P. (Bill)","USR","",1995-01-03,1996-12-01
"035","Bane, Tom","State Assembly","42",1959-12-01,1960-11-30
"035","Bane, Tom","State Assembly","42",1961-12-01,1962-11-30
"035","Bane, Tom","State Assembly","42",1963-12-01,1964-11-30
